consumer,product,liking,split,visual_similarity,texture_similarity,flavor_similarity
H007,J23,3.43,train,0.5571971,0.5365892,0.74938154
H007,J26,9.19,train,0.46864253,0.5579726,0.52287745
H008,J01,8.38,train,0.79629064,0.87912625,0.81137985
H008,J02,6.44,train,0.7739602,0.89879876,0.7930332
H008,J05,5.66,train,0.83464515,0.9220285,0.8036722
H008,J14,6.23,train,0.8337399,0.8799392,0.81736004
H008,J17,5.0,train,0.762045,0.89509416,0.74667215
H008,J19,7.7,train,0.8317846,0.78385794,0.78484625
H008,J20,7.37,train,0.8287536,0.87110865,0.83863896
H008,J23,8.13,train,0.77821314,0.857917,0.8191564
H008,J30,9.31,train,0.79066956,0.93783945,0.87125534
H009,J01,3.92,train,0.71254504,0.78519905,0.9619135
H009,J15,4.02,train,0.7266414,0.80266094,0.89092374
H009,J20,7.33,train,0.8226595,0.8573606,0.83884346
H009,J23,7.69,train,0.7658831,0.8140438,0.92768335
H009,J25,3.72,train,0.77826667,0.80367076,0.87809795
H009,J26,7.74,train,0.7959071,0.9058602,0.8935039
H010,J01,1.97,train,0.70680064,0.77568156,0.7151034
H010,J10,3.9,train,0.8413664,0.78862,0.7323004
H010,J20,5.01,train,0.8227843,0.87086725,0.7367705
H010,J21,5.87,train,0.8345384,0.93574744,0.7534367
H010,J23,2.38,train,0.7804537,0.80631304,0.7219554
H010,J26,3.38,train,0.86330545,0.7810866,0.74276346
H010,J28,4.24,train,0.81119037,0.78797936,0.72594535
H010,J29,3.56,train,0.8390573,0.83438367,0.67335856
H012,J03,5.42,holdout,0.54542756,0.6655738,0.73595846
H012,J19,8.59,holdout,0.59505326,0.61416113,0.6270859
H012,J22,8.59,holdout,0.5317012,0.6807834,0.6617733
H012,J23,1.87,holdout,0.4782985,0.759546,0.75745404
H012,J28,6.37,holdout,0.55122733,0.7118548,0.7281479
H012,J30,6.47,holdout,0.5267884,0.6203562,0.69208115
H012,J31,5.2,holdout,0.574182,0.6443994,0.6927316
H013,J05,7.4,train,0.6794367,0.82916343,0.9221235
H013,J19,7.77,train,0.67383057,0.7784446,0.9065176
H013,J20,6.32,train,0.6356404,0.76786923,0.8978507
H013,J25,5.78,train,0.8325273,0.8118271,0.88329405
H018,J01,8.47,holdout,0.79572725,0.89776087,0.85922194
H018,J09,7.64,holdout,0.7729337,0.7811952,0.732182
H018,J19,4.63,holdout,0.7226411,0.8539041,0.7689457
H018,J20,4.56,holdout,0.7265881,0.8319135,0.77113104
H018,J23,6.49,holdout,0.734251,0.8375474,0.84428436
H018,J26,8.23,holdout,0.74506235,0.8882513,0.85508114
H018,J29,4.81,holdout,0.7714683,0.863876,0.8459747
H018,J30,7.82,holdout,0.79264265,0.86778164,0.8994554
H018,J31,8.34,holdout,0.7731402,0.9141692,0.79826784
H020,J01,9.53,train,0.8059387,0.8115901,0.8701285
H020,J02,10.0,train,0.79513407,0.845657,0.8879068
H020,J03,10.0,train,0.8560587,0.7437369,0.90183747
H020,J10,8.78,train,0.8314328,0.752496,0.7993045
H020,J15,5.5,train,0.7837014,0.78730345,0.72337496
H020,J20,5.52,train,0.75877,0.85136133,0.68520415
H020,J21,9.49,train,0.8163919,0.82338715,0.92146766
H020,J23,7.16,train,0.8365498,0.85597503,0.743536
H020,J26,8.12,train,0.774661,0.79853034,0.857771
H020,J27,9.6,train,0.8257929,0.8299693,0.80753785
H020,J28,9.25,train,0.82477784,0.8161175,0.7144106
H020,J29,5.41,train,0.80860484,0.6874378,0.83184665
H020,J30,8.89,train,0.8248589,0.78356725,0.72780144
H020,J31,9.62,train,0.7763254,0.8504224,0.7287781
H021,J06,7.17,train,0.7332511,0.7580672,0.59886366
H021,J10,5.43,train,0.63408947,0.7909853,0.71653616
H021,J26,7.2,train,0.74196684,0.7843249,0.6953552
H021,J27,3.27,train,0.6618922,0.7165373,0.58898973
H022,J14,9.17,train,0.5991659,0.72353375,0.77274215
H022,J15,4.61,train,0.7878395,0.8408066,0.9113144
H022,J16,2.32,train,0.7035171,0.8398131,0.8416372
H022,J17,8.27,train,0.76063246,0.7467626,0.91059256
H023,J10,6.87,holdout,0.7757994,0.8749019,0.8617028
H023,J19,0.29,holdout,0.72852945,0.8276655,0.79643416
H023,J28,8.57,holdout,0.7785717,0.90377146,0.81021
H023,J31,9.7,holdout,0.82609427,0.6823257,0.92669344
H028,J01,9.58,train,0.80293775,0.92130643,0.8667762
H028,J10,7.35,train,0.73432374,0.76358414,0.7129217
H028,J14,7.33,train,0.757321,0.9076243,0.844772
H028,J26,5.34,train,0.7426635,0.7626031,0.8086562
H029,J01,9.93,train,0.54019374,0.6939407,0.64740664
H029,J02,9.99,train,0.64109457,0.6948023,0.5768326
H029,J17,0.73,train,0.6001656,0.68175995,0.688901
H029,J28,7.95,train,0.66770005,0.63246655,0.59267676
H030,J01,5.89,holdout,0.7569891,0.7981155,0.89004326
H030,J02,9.84,holdout,0.8588799,0.8933046,0.76855373
H030,J10,9.98,holdout,0.8165747,0.78534913,0.8685465
H030,J26,9.08,holdout,0.7250321,0.8483918,0.8452387
H030,J28,9.84,holdout,0.8768376,0.9325522,0.9162209
H030,J29,9.51,holdout,0.846387,0.82870686,0.8308759
H030,J30,8.65,holdout,0.7609576,0.8155334,0.8207532
H030,J31,9.66,holdout,0.78420866,0.8777373,0.80575705
H031,J02,8.61,holdout,0.83175397,0.81097937,0.82075846
H031,J10,2.21,holdout,0.78693163,0.7927494,0.6814678
H031,J17,6.21,holdout,0.84898233,0.7842722,0.81054366
H031,J20,5.28,holdout,0.7277703,0.74986213,0.70468336
H031,J21,5.21,holdout,0.71006364,0.71039236,0.8931174
H031,J25,0.45,holdout,0.6355979,0.78426427,0.6576982
H031,J28,3.07,holdout,0.7579031,0.80878067,0.6770814
H031,J31,8.56,holdout,0.8270143,0.8155956,0.9844241
H032,J10,9.01,train,0.6769818,0.795346,0.7966703
H032,J20,9.15,train,0.7893078,0.783039,0.90757275
H032,J21,8.03,train,0.7594595,0.783039,0.8993982
H032,J26,4.66,train,0.777127,0.798357,0.71920425
H032,J28,9.31,train,0.75412023,0.82368624,0.73427016
H033,J02,5.8,train,0.7114058,0.80312824,0.75693643
H033,J26,5.72,train,0.8421519,0.81532127,0.7816368
H033,J27,2.14,train,0.8683589,0.7594782,0.784382
H033,J29,7.04,train,0.7024425,0.838662,0.80537075
H035,J01,9.93,train,0.7670703,0.6560397,0.9254095
H035,J10,10.0,train,0.9466941,0.65565515,0.7920544
H035,J20,9.33,train,0.8467756,0.63992965,0.7920544
H035,J23,2.76,train,0.69363743,0.7917418,0.7274432
H035,J25,4.98,train,0.6691066,0.61653155,0.8795273
H035,J26,9.93,train,0.6804597,0.6904824,0.7920544
H035,J28,7.19,train,0.7444435,0.73715127,0.891824
H035,J29,7.42,train,0.8312379,0.7591878,0.8301814
H035,J30,10.0,train,0.8724458,1.0,0.83641934
H037,J08,8.24,train,0.743729,0.8111663,0.95734984
H037,J09,10.0,train,0.8490938,0.92522407,0.8146709
H037,J28,9.76,train,0.8509408,0.7831676,0.82925355
H037,J29,8.8,train,0.9814598,0.8376654,0.91086125
H038,J01,4.45,train,0.7535502,0.6906098,0.761425
H038,J05,1.33,train,0.85616255,0.8587442,0.71257555
H038,J17,5.23,train,0.8247929,0.75034976,0.73260236
H038,J20,8.5,train,0.8426824,0.65953875,0.71823275
H038,J21,4.65,train,0.8140484,0.7557184,0.6536519
H038,J22,9.62,train,0.8414515,0.75595045,0.7483053
H038,J23,5.56,train,0.8531959,0.7512685,0.7018195
H039,J01,8.37,train,0.8886034,0.7868432,0.7446102
H039,J02,9.38,train,0.8960778,0.9157604,0.7174578
H039,J03,8.98,train,0.87083113,0.8008286,0.70750946
H039,J09,2.53,train,0.7606096,0.82557595,0.70529026
H039,J10,9.38,train,0.85171986,0.7374195,0.83316743
H039,J15,6.94,train,0.8268683,0.7317145,0.76120025
H039,J17,8.14,train,0.8897068,0.74950165,0.9005563
H039,J21,9.21,train,0.83675015,0.82005674,0.82832015
H039,J25,6.0,train,0.91383356,0.8357541,0.68186
H039,J28,9.31,train,0.8960778,0.8168434,0.86311054
H039,J31,9.46,train,0.81823677,0.7370716,0.78958154
H041,J01,7.84,train,0.92229843,0.8089602,0.79304796
H041,J02,6.21,train,0.8698301,0.80900097,0.80401415
H041,J09,8.9,train,0.82939947,0.756944,0.84094393
H041,J10,8.12,train,0.8345338,0.80942464,0.82001036
H041,J23,5.03,train,0.8386712,0.86392564,0.75553656
H041,J29,10.0,train,0.841457,0.8847258,0.76132953
H041,J30,7.04,train,0.8837709,0.74706256,0.7845826
H041,J31,8.89,train,0.9161531,0.83277506,0.7483198
H043,J01,5.31,train,0.8450648,0.7310864,0.80843943
H043,J04,7.81,train,0.7274416,0.94207853,0.7713033
H043,J05,5.17,train,0.7985116,0.7560302,0.76178885
H043,J10,8.58,train,0.8797321,0.7967005,0.7893201
H043,J23,4.36,train,0.70780855,0.8790498,0.79010636
H043,J30,7.62,train,0.8817194,0.81042314,0.76178885
H044,J01,2.45,train,0.74241555,0.79517984,0.71460646
H044,J02,9.74,train,0.73502517,0.7432381,0.7115376
H044,J09,6.51,train,0.76905835,0.75660396,0.85468304
H044,J26,1.66,train,0.7572318,0.73168284,0.7199872
H045,J01,6.71,train,0.7556989,0.80720776,0.8758477
H045,J02,6.58,train,0.87794644,0.7641223,0.8836862
H045,J17,1.34,train,0.85029393,0.73587966,0.75223833
H045,J30,3.17,train,0.8294514,0.8717933,0.7529092
H046,J15,3.84,holdout,0.576149,0.5171684,0.5528949
H046,J30,7.59,holdout,0.5502822,0.57674915,0.6407473
H046,J31,4.78,holdout,0.5164867,0.62303305,0.7175796
H047,J01,6.74,train,0.82262737,0.6935387,0.8875511
H047,J02,6.19,train,0.76905453,0.82464325,0.86565673
H047,J09,7.44,train,0.7732663,0.79382896,0.7956148
H047,J10,6.3,train,0.76990825,0.7834501,0.86462194
H047,J21,6.37,train,0.779863,0.78799546,0.94061613
H047,J22,6.7,train,0.784827,0.7468176,0.84917414
H047,J25,3.52,train,0.66812015,0.7809981,0.80587137
H047,J29,8.24,train,0.7626293,0.77586097,0.8524973
H049,J02,9.2,train,0.7142553,0.8287327,0.8411195
H049,J10,8.06,train,0.6808978,0.8168925,0.8556969
H049,J15,4.49,train,0.6700012,0.8218997,0.75159764
H049,J20,8.55,train,0.67077637,0.83681774,0.8069873
H049,J22,8.23,train,0.69121206,0.842265,0.85324204
H049,J31,9.42,train,0.65973556,0.8163029,0.8371122
H050,J01,1.64,holdout,0.7230129,0.8134128,0.7334815
H050,J02,9.34,holdout,0.848592,0.7589763,0.86889035
H050,J03,6.16,holdout,0.7994219,0.8317358,0.801153
H050,J09,7.06,holdout,0.7609788,0.85280603,0.75944936
H050,J10,8.37,holdout,0.7462516,0.71814394,0.71675754
H050,J26,8.2,holdout,0.7927677,0.722409,0.7196806
H050,J29,5.27,holdout,0.8213887,0.8564627,0.77606237
H052,J14,7.24,train,0.74500096,0.78553295,0.83485126
H052,J15,6.13,train,0.62668604,0.6974132,0.77895206
H052,J16,5.23,train,0.5970976,0.8853577,0.8541548
H052,J19,6.21,train,0.75773776,0.7705126,0.80822206
H052,J20,5.11,train,0.6503185,0.70681953,0.86359376
H052,J23,6.22,train,0.782881,0.8853577,0.92077166
H052,J25,6.68,train,0.618781,0.7099242,0.7209003
H054,J02,1.25,train,0.710862,0.7759249,0.80360746
H054,J06,7.25,train,0.86521095,0.82159835,0.83595
H054,J20,3.74,train,0.71773523,0.76835513,0.8252212
H054,J28,7.75,train,0.7829511,0.7949528,0.8307378
H056,J03,2.86,train,0.8298541,0.73131543,0.9000781
H056,J09,7.03,train,0.929769,0.7502571,0.89971733
H056,J10,5.57,train,0.87239,0.7827569,0.817322
H056,J20,5.38,train,0.73604923,0.8417691,0.913468
H056,J21,6.45,train,0.688554,0.8421626,0.8257239
H056,J28,8.1,train,0.9066079,0.7430046,0.9590236
H056,J31,7.07,train,0.7324654,0.7622472,0.78023213
H057,J10,5.61,train,0.8388672,0.79453146,0.739042
H057,J26,7.97,train,0.7930825,0.8144537,0.71461076
H057,J29,7.54,train,0.96082366,0.84584785,0.82533616
H057,J30,5.52,train,0.7182468,0.8426322,0.7762978
H058,J14,9.0,train,0.7028402,0.75356555,0.8206034
H058,J15,4.51,train,0.7602383,0.8232625,0.8624953
H058,J19,3.99,train,0.76026154,0.76314247,0.8509053
H058,J31,9.84,train,0.70723987,0.756379,0.727577
H059,J01,8.24,holdout,0.820889,0.83492327,0.9050187
H059,J16,0.64,holdout,0.6750462,0.7867858,0.6987896
H059,J17,3.77,holdout,0.8215973,0.700519,0.8125773
H059,J26,8.16,holdout,0.77401197,0.7982445,0.8506657
H060,J01,4.74,train,0.77896225,0.7967783,0.7042693
H060,J02,4.87,train,0.74811196,0.7288972,0.87670434
H060,J04,7.74,train,0.7504813,0.71693313,0.9112309
H060,J05,8.32,train,0.6679877,0.9424151,0.7828307
H060,J10,3.08,train,0.829528,0.6875126,0.6919043
H060,J15,8.89,train,0.7472445,0.8217159,0.85182995
H060,J23,9.22,train,0.7039272,0.857828,0.93254167
H060,J29,8.98,train,0.7813741,0.8993254,0.8951668
H060,J31,6.88,train,0.74811196,0.71180475,0.6946037
H061,J01,8.77,train,0.71191096,0.76481843,0.8066486
H061,J02,9.17,train,0.6475426,0.8870566,0.8812989
H061,J15,6.24,train,0.6102094,0.8553045,0.9319983
H061,J19,4.09,train,0.5705378,0.7313443,0.889204
H061,J26,8.74,train,0.7548411,0.8687079,0.8741865
H061,J27,6.47,train,0.583758,0.8127699,0.8175415
H061,J28,8.13,train,0.73752064,0.862751,0.8709173
H061,J31,8.21,train,0.7167716,0.90105283,0.8367971
H062,J01,5.06,train,0.65028447,0.8022797,0.8082081
H062,J15,0.59,train,0.5776031,0.86916834,0.8250984
H062,J20,0.29,train,0.579818,0.75112945,0.6714244
H062,J25,4.42,train,0.6317046,0.81666774,0.8598933
H062,J28,8.19,train,0.77698755,0.8650032,0.79357547
H064,J02,6.72,train,0.7881031,0.84563863,0.7381826
H064,J10,8.67,train,0.63380206,0.78865993,0.7643316
H064,J21,8.19,train,0.85032153,0.77502054,0.8259095
H064,J23,8.43,train,0.6198279,0.8604053,0.70895416
H064,J29,7.79,train,0.6579155,0.88121724,0.7183863
H064,J30,2.44,train,0.7670901,0.8407125,0.7236097
H067,J06,2.19,train,0.7559413,0.7367066,0.70648366
H067,J17,0.18,train,0.62530905,1.0,0.76540613
H067,J26,2.33,train,0.6891438,1.0,0.70526123
H067,J30,5.05,train,0.7463918,1.0,0.7610656
H068,J03,4.59,train,0.777349,0.8331082,0.62809277
H068,J14,1.43,train,0.7607125,0.8712129,0.80141723
H068,J27,9.28,train,0.7152393,0.79705304,0.7229326
H068,J31,4.07,train,0.60787165,0.845508,0.62862885
H069,J04,3.41,train,0.9246087,0.7688056,0.6842476
H069,J05,6.08,train,0.67726177,0.7567974,0.8315332
H069,J10,5.77,train,0.83531743,0.8917028,0.8605237
H069,J19,4.66,train,0.68258685,0.6927737,0.7725579
H069,J21,2.84,train,0.7224933,0.7212317,0.6299493
H069,J23,5.04,train,0.7337682,0.7300862,0.7756304
H069,J29,6.88,train,0.75769556,0.7329368,0.791597
H069,J30,9.65,train,0.83041006,0.74850655,0.80285996
H072,J01,5.15,train,0.84612465,0.7861093,0.7571987
H072,J02,8.98,train,0.86144775,0.8152862,0.7049233
H072,J10,7.46,train,0.7985812,0.7609379,0.74934936
H072,J21,6.33,train,0.82212925,0.7861093,0.7268195
H072,J23,8.12,train,0.86547315,0.78271866,0.7504451
H072,J26,7.4,train,0.8578962,0.85632116,0.75545347
H072,J29,5.7,train,0.72958094,0.75247353,0.72391725
H072,J30,7.93,train,0.82574224,0.8003994,0.7457434
H073,J01,8.95,train,0.84391457,0.7614846,0.76429474
H073,J08,5.36,train,0.7699053,0.8474204,0.6408322
H073,J15,2.73,train,0.7241967,0.76168126,0.7660338
H073,J16,0.84,train,0.78158057,0.7357058,0.7219269
H073,J19,6.55,train,0.8251372,0.9155004,0.7602309
H075,J09,7.79,train,0.83000135,0.85492754,0.8491157
H075,J10,8.26,train,0.767189,0.81239545,0.9326167
H075,J15,6.03,train,0.75086033,0.68101346,0.82658976
H075,J26,8.68,train,0.747409,0.8181137,0.912465
H076,J01,9.68,train,0.7257283,0.8924892,0.91642743
H076,J02,8.2,train,0.7392891,0.8416064,0.92474276
H076,J10,8.67,train,0.6645509,0.79406226,0.8993537
H076,J26,4.27,train,0.6544653,0.7667284,0.8372319
H076,J29,7.17,train,0.8123052,0.7847854,0.8767595
H076,J30,6.76,train,0.66108125,0.8546447,0.9200632
H076,J31,6.14,train,0.6009463,0.79007834,0.9488253
H076,J32,7.79,train,0.7865734,0.82325476,0.9037607
H077,J20,8.39,train,0.6462734,0.7586187,0.82514244
H077,J25,1.95,train,0.7070246,0.663527,0.74661773
H077,J26,7.21,train,0.6462734,0.75330985,0.82514244
H077,J31,3.03,train,0.6462734,0.7586187,0.7155515
H079,J01,7.64,train,0.7747383,0.88119054,0.8800931
H079,J02,5.16,train,0.7019702,0.8544286,0.91791224
H079,J03,9.98,train,0.8706286,0.87265563,0.88555396
H079,J10,7.62,train,0.80843717,0.8602567,0.81528056
H079,J14,7.0,train,0.68410975,0.81263673,0.7240643
H079,J18,8.99,train,0.85316384,0.82905304,0.8379235
H079,J26,2.49,train,0.80801463,0.7263777,0.9197908
H079,J30,6.7,train,0.8066325,0.8685172,0.7633484
H081,J02,10.0,train,0.7450243,0.902708,0.82478845
H081,J04,10.0,train,0.71762884,0.7686901,0.6843868
H081,J05,8.31,train,0.79354703,0.74729836,0.73836875
H081,J21,3.63,train,0.7870445,0.85531497,0.72183
H081,J23,7.81,train,0.70614743,0.7800612,0.74658823
H081,J27,8.93,train,0.77319354,0.7472645,0.8646227
H081,J28,4.37,train,0.737454,0.7464904,0.86359656
H081,J31,6.93,train,0.736518,0.73803025,0.8280585
H082,J01,8.98,train,0.685065,0.8970087,0.7765013
H082,J04,6.33,train,0.65350306,0.7854568,0.71848357
H082,J05,7.12,train,0.6662712,0.7956203,0.7201942
H082,J10,6.5,train,0.65134233,0.8361442,0.665089
H082,J20,8.22,train,0.6535847,0.84712154,0.78936297
H082,J23,7.97,train,0.69329596,0.90348023,0.7556376
H082,J30,8.6,train,0.78954464,0.9100077,0.7701171
H082,J31,7.23,train,0.77016646,0.77496916,0.7556376
H083,J01,8.09,holdout,0.5847546,0.8300516,0.8430985
H083,J10,4.65,holdout,0.68240345,0.81949234,0.80271643
H083,J20,6.48,holdout,0.71359015,0.839247,0.6789489
H083,J23,6.2,holdout,0.70068586,0.8821344,0.8279277
H083,J26,7.11,holdout,0.5956271,0.92251295,0.96280336
H083,J28,5.07,holdout,0.6453438,0.76828736,0.64656764
H083,J30,4.3,holdout,0.68212724,0.87268376,0.7835839
H083,J31,6.8,holdout,0.6397405,0.8254744,0.8884425
H084,J01,6.14,holdout,0.79044616,0.80732703,0.80685085
H084,J04,10.0,holdout,0.8029709,0.8946872,0.8250891
H084,J05,6.38,holdout,0.8160046,0.88989866,0.7675108
H084,J06,7.97,holdout,0.79623234,0.8833999,0.7890692
H084,J14,5.2,holdout,0.7305523,0.75231117,0.87968016
H084,J15,6.78,holdout,0.7361461,0.8392401,0.7915332
H084,J16,2.14,holdout,0.7007284,0.799254,0.8047087
H084,J19,4.73,holdout,0.7576717,0.7655402,0.70303583
H100,J01,3.37,train,0.76928735,0.87663436,0.6410059
H100,J05,7.99,train,0.72390974,0.8194034,0.73493373
H100,J14,6.64,train,0.70175695,0.8194034,0.71321267
H100,J15,4.55,train,0.8202987,0.837783,0.7411181
H102,J01,4.92,train,0.63853264,0.8040654,0.693277
H102,J02,7.0,train,0.62706065,0.8040654,0.8330207
H102,J09,8.97,train,0.6879792,0.75723565,0.71338683
H102,J10,2.69,train,0.6873939,0.82133543,0.82617915
H102,J20,5.79,train,0.649585,0.7929838,0.693277
H102,J23,4.46,train,0.69057643,0.8040654,0.72447145
H102,J25,4.74,train,0.7750726,0.8040654,0.82861936
H102,J26,3.84,train,0.6495639,0.70506763,0.75480235
H102,J30,7.75,train,0.6879792,0.75723565,0.693277
H102,J31,8.38,train,0.6879792,0.76231444,0.685306
H103,J14,2.23,train,0.78263366,0.7281993,0.7865174
H103,J20,1.44,train,0.80763406,0.715839,0.6682109
H103,J21,1.71,train,0.7457837,0.64951265,0.69709265
H103,J23,7.54,train,0.7478391,0.74417907,0.78172284
H103,J31,8.13,train,0.8218454,0.6893358,0.7350266
H104,J01,6.01,train,0.76806414,0.86038333,0.9059346
H104,J02,7.64,train,0.799899,0.9123959,0.9754224
H104,J15,5.63,train,0.91758513,0.83342415,0.7869686
H104,J16,2.9,train,0.73014545,0.78726363,0.795799
H104,J20,7.37,train,0.8639158,0.86000323,0.9221371
H104,J21,4.35,train,0.76885784,0.7762767,0.7504128
H104,J30,6.98,train,0.70477366,0.8595771,0.923573
H104,J31,3.29,train,0.84379905,0.79753315,0.77160686
H105,J02,7.83,train,0.69911695,0.96122545,0.78262895
H105,J16,1.87,train,0.6078415,0.8288399,0.86605406
H105,J17,4.09,train,0.60053855,0.8168249,0.72568625
H105,J23,3.15,train,0.7358899,0.86223096,0.72568625
H105,J28,6.75,train,0.80691946,0.931767,0.7748649
H105,J31,6.13,train,0.8304779,0.8385632,0.80401886
H106,J28,9.52,train,0.5369007,0.5836439,0.5363417
H107,J02,5.31,holdout,0.62192774,0.5558276,0.68935406
H109,J01,9.99,train,0.8634963,0.8189279,0.8318068
H109,J02,10.0,train,0.8710754,0.7920886,0.77871084
H109,J09,4.92,train,0.7118777,0.8582907,0.86418915
H109,J17,3.4,train,0.6534982,0.80168587,0.7766904
H109,J26,6.4,train,0.9354134,0.81152195,0.91244376
H109,J27,10.0,train,0.7790611,0.75640213,0.7197044
H109,J28,8.75,train,0.75429034,0.8187998,0.93666536
H109,J30,8.36,train,0.8117869,0.948684,0.7932241
H110,J01,6.53,train,0.7013614,0.7259538,0.8067977
H110,J02,9.05,train,0.6691687,0.9427999,0.7152043
H110,J17,3.75,train,0.70903563,0.7877432,0.80905765
H110,J20,8.67,train,0.7898724,0.7810825,0.7555411
H110,J26,7.01,train,0.60404974,0.95823705,0.6876618
H110,J27,8.38,train,0.83980596,0.8122785,0.77378035
H110,J28,7.73,train,0.8422543,0.8549834,0.7936591
H110,J30,4.14,train,0.70903563,0.7747529,0.83760685
H111,J01,5.74,train,0.7293789,0.70825243,0.73217267
H111,J02,5.08,train,0.6106567,0.8453898,0.73938257
H111,J09,8.08,train,0.68341196,0.89117146,0.8100885
H111,J19,5.02,train,0.78227234,0.86723185,0.78688747
H111,J20,5.13,train,0.53221846,0.80358636,0.777959
H111,J26,6.97,train,0.5735575,0.87828416,0.8176605
H111,J28,8.04,train,0.6832789,0.80976534,0.829889
H111,J30,6.15,train,0.7291603,0.8496732,0.78028846
H111,J31,6.17,train,0.57911015,0.8120934,0.81602585
H112,J01,8.39,train,0.6299232,0.92711276,0.9023871
H112,J07,7.2,train,0.5550258,0.8841504,0.7002975
H112,J09,7.3,train,0.6839813,0.84800005,0.7002975
H112,J10,7.69,train,0.6878333,0.84800005,0.94563985
H112,J26,7.61,train,0.76445293,0.84800005,0.81065893
H112,J28,8.67,train,0.79261315,0.8849958,0.80835164
H112,J31,7.32,train,0.6255164,0.8811979,0.8729708
H113,J01,10.0,holdout,0.6996765,0.8316721,0.77622795
H113,J15,4.49,holdout,0.756004,0.69098616,0.87686276
H113,J19,5.08,holdout,0.7490779,0.79363644,0.7899145
H113,J24,6.09,holdout,0.8520839,0.75533736,0.7899145
H113,J27,9.0,holdout,0.6769079,0.85445917,0.84169376
H113,J31,6.14,holdout,0.79074275,0.73219097,0.8338123
H114,J03,8.75,train,0.92590886,0.9206167,0.79416233
H114,J09,6.73,train,0.84709644,0.74644613,0.7070676
H114,J10,8.45,train,0.8316767,0.7739173,0.7070676
H114,J15,4.92,train,0.738764,0.74644613,0.7070676
H114,J17,6.35,train,0.713818,0.9206167,0.781051
H114,J20,9.87,train,0.7998761,0.8269224,0.7805489
H114,J23,7.91,train,0.9048275,0.8800574,0.89067334
H114,J24,8.07,train,0.9436978,0.85974306,0.7070676
H114,J31,7.24,train,0.7432643,0.74644613,0.7070676
H114,J32,6.42,train,0.8063878,0.74644613,0.74809843
H115,J01,9.71,holdout,0.7014204,0.7704704,0.7122424
H115,J02,9.07,holdout,0.576935,0.8167491,0.9306526
H115,J09,8.6,holdout,0.78678477,0.85657775,0.91787153
H115,J10,6.85,holdout,0.7227616,0.80887246,0.7433435
H115,J20,9.01,holdout,0.77569026,0.7925515,0.88666564
H115,J21,7.7,holdout,0.63389516,0.7316636,0.91538084
H115,J23,5.1,holdout,0.8173866,0.8521601,0.91622543
H115,J24,7.27,holdout,0.6035167,0.8391212,0.867272
H115,J25,2.74,holdout,0.6877737,0.7582718,0.8208883
H115,J27,1.07,holdout,0.6826376,0.74235487,0.85610205
H115,J31,3.41,holdout,0.6574759,0.85657775,0.83575034
H117,J27,9.39,train,0.6490952,0.6718229,0.573103
H118,J21,7.59,holdout,0.59681857,0.82810587,0.7261906
H118,J25,4.44,holdout,0.59479934,0.7182034,0.6639874
H118,J26,7.75,holdout,0.534215,0.7575999,0.8568078
H119,J01,4.76,holdout,0.8179256,0.7844793,0.79144615
H119,J02,4.78,holdout,0.89795274,0.8471763,0.7463435
H119,J14,0.96,holdout,0.88699627,0.7725115,0.7383518
H119,J15,2.1,holdout,0.7464191,0.6157299,0.76918375
H119,J17,4.54,holdout,0.7627725,0.7650306,0.73048127
H119,J26,5.61,holdout,0.87386507,0.8393476,0.9070025
H119,J27,3.56,holdout,0.85416496,0.7844793,0.7852998
