consumer,product,liking,split,visual_similarity,texture_similarity,flavor_similarity
H020,J15,5.5,train,0.7417396,0.7661164,0.64313495
H020,J20,5.52,train,0.6932628,0.8353349,0.61291194
H020,J21,9.49,train,0.7724768,0.7779609,0.884894
H020,J23,7.16,train,0.79261315,0.8198835,0.6696534
H020,J26,8.12,train,0.7239152,0.7578529,0.7959251
H020,J27,9.6,train,0.7901839,0.8045217,0.73362195
H020,J28,9.25,train,0.7991341,0.7380048,0.6180875
H020,J29,5.41,train,0.7815666,0.6588482,0.7467094
H020,J30,8.89,train,0.79682755,0.73301685,0.63678837
H020,J31,9.62,train,0.74083734,0.8184315,0.64792264
H021,J06,7.17,train,0.67356527,0.6840515,0.5096499
H021,J10,5.43,train,0.5503677,0.72525537,0.64311063
H021,J26,7.2,train,0.692672,0.71998465,0.62998056
H021,J27,3.27,train,0.59188545,0.62308604,0.4682794
H022,J14,9.17,train,0.52780396,0.57556504,0.5534366
H022,J15,4.61,train,0.72119784,0.7219243,0.841776
H022,J16,2.32,train,0.64583135,0.6888087,0.80889344
H022,J17,8.27,train,0.70245004,0.65242386,0.85255355
H023,J10,6.87,holdout,0.7328142,0.8705369,0.8388109
H023,J19,0.29,holdout,0.6866652,0.8143648,0.77538824
H023,J28,8.57,holdout,0.73213816,0.9206681,0.8048589
H023,J31,9.7,holdout,0.7915456,0.65790975,0.9153015
H028,J01,9.58,train,0.7717433,0.8899056,0.8476862
H028,J10,7.35,train,0.68761957,0.7305559,0.68549335
H028,J14,7.33,train,0.72102314,0.8737439,0.8243248
H028,J26,5.34,train,0.71403223,0.718249,0.77976775
H029,J01,9.93,train,0.59943485,0.5877639,0.5536305
H029,J02,9.99,train,0.50837547,0.59584916,0.50372493
H029,J17,0.73,train,0.5746722,0.58650434,0.5277104
H029,J28,7.95,train,0.5619345,0.57946557,0.60640705
H030,J01,5.89,holdout,0.6943278,0.7813174,0.84603596
H030,J02,9.84,holdout,0.84251344,0.88360435,0.7297292
H030,J10,9.98,holdout,0.7876796,0.786237,0.84530723
H030,J26,9.08,holdout,0.6836104,0.8368006,0.80618477
H030,J28,9.84,holdout,0.86631536,0.91551363,0.90255123
H030,J29,9.51,holdout,0.8174588,0.8036953,0.7982785
H030,J30,8.65,holdout,0.73020005,0.78104943,0.77422917
H030,J31,9.66,holdout,0.7574045,0.87648016,0.7729031
H031,J02,8.61,holdout,0.78811324,0.79600435,0.79798555
H031,J10,2.21,holdout,0.7673472,0.7442538,0.62643766
H031,J17,6.21,holdout,0.814674,0.7485371,0.7792783
H031,J20,5.28,holdout,0.68602645,0.72090894,0.6421878
H031,J21,5.21,holdout,0.67698395,0.6360063,0.8881887
H031,J25,0.45,holdout,0.59020364,0.74313354,0.61312675
H031,J28,3.07,holdout,0.7098795,0.79046404,0.6286701
H031,J31,8.56,holdout,0.7838313,0.7983413,0.97964233
H032,J10,9.01,train,0.6205736,0.7163285,0.75267285
H032,J20,9.15,train,0.7236899,0.7222393,0.88027954
H032,J21,8.03,train,0.7233766,0.7222393,0.8793609
H032,J26,4.66,train,0.69292843,0.7301371,0.69112265
H032,J28,9.31,train,0.67322165,0.75152856,0.6839322
H033,J02,5.8,train,0.66652197,0.7361969,0.68897414
H033,J26,5.72,train,0.82916766,0.7183264,0.71360797
H033,J27,2.14,train,0.85086036,0.6880108,0.7148252
H033,J29,7.04,train,0.67152035,0.7804141,0.7529076
H035,J01,9.93,train,0.70199156,0.5439813,0.90691555
H035,J10,10.0,train,0.930731,0.5514915,0.6915716
H035,J20,9.33,train,0.83841705,0.5262256,0.6915716
H035,J23,2.76,train,0.66212404,0.67283934,0.5781991
H035,J25,4.98,train,0.63425726,0.50632685,0.76069325
H035,J26,9.93,train,0.6183659,0.55006087,0.6915716
H035,J28,7.19,train,0.73303974,0.6383841,0.7639967
H035,J29,7.42,train,0.7965162,0.65908164,0.72936976
H035,J30,10.0,train,0.8397963,1.0,0.7044087
H037,J08,8.24,train,0.6980915,0.7245239,0.9374218
H037,J09,10.0,train,0.8226875,0.8621733,0.7654245
H037,J28,9.76,train,0.82134324,0.68891716,0.7974894
H037,J29,8.8,train,0.9614173,0.7865681,0.86127865
H038,J01,4.45,train,0.7366873,0.58909243,0.7500334
H038,J05,1.33,train,0.83801925,0.78056014,0.7146405
H038,J17,5.23,train,0.80081546,0.6463314,0.71827143
H038,J20,8.5,train,0.8258611,0.548284,0.696873
H038,J21,4.65,train,0.7860174,0.6889101,0.62621933
H038,J22,9.62,train,0.8191023,0.6803229,0.7280262
H038,J23,5.56,train,0.8288493,0.67999125,0.63989747
H039,J01,8.37,train,0.8584836,0.59817076,0.6611588
H039,J02,9.38,train,0.8663332,0.77374864,0.6164897
H039,J03,8.98,train,0.85338867,0.62832046,0.606542
H039,J09,2.53,train,0.6887306,0.7232032,0.6287128
H039,J10,9.38,train,0.8048577,0.56598973,0.7756965
H039,J15,6.94,train,0.79500806,0.55458474,0.6795118
H039,J17,8.14,train,0.8312688,0.60864025,0.8269635
H039,J21,9.21,train,0.8041065,0.6504584,0.7618121
H039,J25,6.0,train,0.8698075,0.65693814,0.56370854
H039,J28,9.31,train,0.8663332,0.6620543,0.80896056
H039,J31,9.46,train,0.7921734,0.5562646,0.71883684
H041,J01,7.84,train,0.90894216,0.73448956,0.77357703
H041,J02,6.21,train,0.8464814,0.76814747,0.76602066
H041,J09,8.9,train,0.820632,0.70595,0.79817355
H041,J10,8.12,train,0.8134402,0.7603668,0.803269
H041,J23,5.03,train,0.8134794,0.82831466,0.7187165
H041,J29,10.0,train,0.8082824,0.8620495,0.7119592
H041,J30,7.04,train,0.86933374,0.7088742,0.7385414
H041,J31,8.89,train,0.9002704,0.7936921,0.7202593
H043,J01,5.31,train,0.79092336,0.6727923,0.69109297
H043,J04,7.81,train,0.7033656,0.9147942,0.67318463
H043,J05,5.17,train,0.7687688,0.7337372,0.5815961
H043,J10,8.58,train,0.8766305,0.73774934,0.62173885
H043,J23,4.36,train,0.63865256,0.87158763,0.6647281
H043,J30,7.62,train,0.8623799,0.742002,0.5815961
H044,J01,2.45,train,0.6996275,0.70540714,0.64012957
H044,J02,9.74,train,0.7039752,0.67702436,0.6416981
H044,J09,6.51,train,0.73685735,0.64273953,0.8065576
H044,J26,1.66,train,0.69907534,0.62545186,0.6758482
H045,J01,6.71,train,0.7117902,0.74711895,0.8578842
H045,J02,6.58,train,0.8628143,0.7152115,0.8713014
H045,J17,1.34,train,0.80525404,0.6784976,0.6760844
H045,J30,3.17,train,0.7846464,0.84148854,0.7220736
H046,J15,3.84,holdout,0.54072076,0.51644033,0.5245051
H046,J30,7.59,holdout,0.5026518,0.584309,0.6413119
H046,J31,4.78,holdout,0.57655126,0.6368569,0.6166012
H047,J01,6.74,train,0.77350855,0.60635966,0.82207394
H047,J02,6.19,train,0.69946045,0.7652285,0.81923616
H047,J09,7.44,train,0.6916285,0.7217479,0.7702254
H047,J10,6.3,train,0.699543,0.7050792,0.8336619
H047,J21,6.37,train,0.70874923,0.7107555,0.9162196
H047,J22,6.7,train,0.7105422,0.61564386,0.80086404
H047,J25,3.52,train,0.5820495,0.7472608,0.76482505
H047,J29,8.24,train,0.70735985,0.54801154,0.79291797
H049,J02,9.2,train,0.6864304,0.80217767,0.81392145
H049,J10,8.06,train,0.64169955,0.7796141,0.83009696
H049,J15,4.49,train,0.63020974,0.7950112,0.71717787
H049,J20,8.55,train,0.6369916,0.8074907,0.76793027
H049,J22,8.23,train,0.6496266,0.8159099,0.81614006
H049,J31,9.42,train,0.6231377,0.79401845,0.80593836
H050,J01,1.64,holdout,0.67306906,0.7352321,0.67037463
H050,J02,9.34,holdout,0.82206386,0.6601639,0.8411404
H050,J03,6.16,holdout,0.7565535,0.7299398,0.77676404
H050,J09,7.06,holdout,0.7276789,0.75767183,0.7332624
H050,J10,8.37,holdout,0.68732285,0.63668007,0.6789226
H050,J26,8.2,holdout,0.749858,0.61305517,0.6833357
H050,J29,5.27,holdout,0.7957511,0.8127692,0.7498566
H052,J14,7.24,train,0.66768587,0.725698,0.7603032
H052,J15,6.13,train,0.5326446,0.61042386,0.6985256
H052,J16,5.23,train,0.50749373,0.77599645,0.7342568
H052,J19,6.21,train,0.6824678,0.6660113,0.72683656
H052,J20,5.11,train,0.55649793,0.6571385,0.8056298
H052,J23,6.22,train,0.7175341,0.77599645,0.87050295
H052,J25,6.68,train,0.548004,0.595632,0.59897375
H054,J02,1.25,train,0.6770407,0.5975877,0.6845326
H054,J06,7.25,train,0.8589929,0.6446941,0.7772049
H054,J20,3.74,train,0.6870768,0.63743305,0.7012002
H054,J28,7.75,train,0.754555,0.6263608,0.76855564
H056,J03,2.86,train,0.7909038,0.669149,0.86616457
H056,J09,7.03,train,0.9156901,0.68778276,0.8808981
H056,J10,5.57,train,0.85411143,0.71715903,0.7868944
H056,J20,5.38,train,0.6877085,0.80613637,0.8951127
H056,J21,6.45,train,0.63404554,0.8017583,0.80766153
H056,J28,8.1,train,0.8891487,0.66409814,0.95729744
H056,J31,7.07,train,0.6888425,0.71108985,0.75578505
H057,J10,5.61,train,0.7949524,0.577068,0.63563657
H057,J26,7.97,train,0.759595,0.65592885,0.5759967
H057,J29,7.54,train,0.94486105,0.69168925,0.64482474
H057,J30,5.52,train,0.69427776,0.70266414,0.6566538
H058,J14,9.0,train,0.65387195,0.7230449,0.79636085
H058,J15,4.51,train,0.7380478,0.8186427,0.85498667
H058,J19,3.99,train,0.7530751,0.7379791,0.83760214
H058,J31,9.84,train,0.670507,0.7118727,0.689731
H059,J01,8.24,holdout,0.79927826,0.80657655,0.89587224
H059,J16,0.64,holdout,0.6273998,0.7477091,0.66897035
H059,J17,3.77,holdout,0.8072221,0.61385894,0.787397
H059,J26,8.16,holdout,0.7404616,0.7008848,0.8229763
H060,J01,4.74,train,0.7362072,0.72286594,0.6639868
H060,J02,4.87,train,0.69247824,0.5612316,0.8386409
H060,J04,7.74,train,0.70445603,0.5789952,0.8633619
H060,J05,8.32,train,0.6099696,0.9149043,0.7569082
H060,J10,3.08,train,0.7861125,0.545249,0.51939595
H060,J15,8.89,train,0.70264244,0.69947565,0.81973743
H060,J23,9.22,train,0.6661583,0.8072485,0.8792987
H060,J29,8.98,train,0.753563,0.82550186,0.81926155
H060,J31,6.88,train,0.69247824,0.51184475,0.53586864
H061,J01,8.77,train,0.677042,0.7371088,0.77246404
H061,J02,9.17,train,0.6159889,0.8790332,0.8559284
H061,J15,6.24,train,0.57434654,0.8393817,0.91601664
H061,J19,4.09,train,0.5362718,0.6807898,0.87936926
H061,J26,8.74,train,0.73808384,0.85240483,0.8306248
H061,J27,6.47,train,0.56135,0.7285457,0.7833683
H061,J28,8.13,train,0.7146516,0.84628624,0.8413532
H061,J31,8.21,train,0.6953174,0.8901905,0.8124595
H062,J01,5.06,train,0.59775376,0.7668276,0.7487776
H062,J15,0.59,train,0.5371532,0.8378656,0.7877304
H062,J20,0.29,train,0.5316766,0.68300366,0.6458237
H062,J25,4.42,train,0.58277977,0.7512253,0.83295566
H062,J28,8.19,train,0.7451168,0.8345222,0.77324057
H064,J02,6.72,train,0.7618886,0.8492212,0.67180073
H064,J10,8.67,train,0.5802276,0.77478385,0.6014352
H064,J21,8.19,train,0.82612437,0.7577802,0.7868676
H064,J23,8.43,train,0.5650044,0.8641724,0.6104524
H064,J29,7.79,train,0.6037967,0.8862854,0.5859892
H064,J30,2.44,train,0.73856825,0.831304,0.635805
H067,J06,2.19,train,0.7221061,0.6429813,0.56825876
H067,J17,0.18,train,0.50200665,0.99999994,0.74388236
H067,J26,2.33,train,0.635617,0.99999994,0.5844439
H067,J30,5.05,train,0.68229395,0.99999994,0.7393122
H068,J03,4.59,train,0.7366115,0.68460673,0.49624038
H068,J14,1.43,train,0.7273717,0.7019276,0.70953286
H068,J27,9.28,train,0.6753691,0.6187135,0.54445285
H068,J31,4.07,train,0.5337553,0.64297223,0.42961425
H069,J04,3.41,train,0.9054535,0.6612862,0.6537641
H069,J05,6.08,train,0.6258512,0.6955516,0.8094516
H069,J10,5.77,train,0.81531453,0.855429,0.8601865
H069,J19,4.66,train,0.6450686,0.6055839,0.74380386
H069,J21,2.84,train,0.69092757,0.68159014,0.6032969
H069,J23,5.04,train,0.66350657,0.6845066,0.72338545
H069,J29,6.88,train,0.71762764,0.6558886,0.76036805
H069,J30,9.65,train,0.80089957,0.68356204,0.7749492
H072,J01,5.15,train,0.8345309,0.78829116,0.6893271
H072,J02,8.98,train,0.8460549,0.78751993,0.6328053
H072,J10,7.46,train,0.77911425,0.73349565,0.6980083
H072,J21,6.33,train,0.81573635,0.78829116,0.6348361
H072,J23,8.12,train,0.85452497,0.7960333,0.7039625
H072,J26,7.4,train,0.8372594,0.86818886,0.68519026
H072,J29,5.7,train,0.7044805,0.75246775,0.64009845
H072,J30,7.93,train,0.8025838,0.7962111,0.69892627
H073,J01,8.95,train,0.8258614,0.6481624,0.7182297
H073,J08,5.36,train,0.73567355,0.7670598,0.48663044
H073,J15,2.73,train,0.62762046,0.69565713,0.69836533
H073,J16,0.84,train,0.7468432,0.63810456,0.67014945
H073,J19,6.55,train,0.7926348,0.88100684,0.681381
H075,J09,7.79,train,0.803063,0.76647,0.82433873
H075,J10,8.26,train,0.7380141,0.69016397,0.9222741
H075,J15,6.03,train,0.7084095,0.6276663,0.7933911
H075,J26,8.68,train,0.7194411,0.7077093,0.8827818
H076,J01,9.68,train,0.6898463,0.8474441,0.8573688
H076,J02,8.2,train,0.709268,0.8171404,0.9030891
H076,J10,8.67,train,0.62930745,0.70793915,0.8734309
H076,J26,4.27,train,0.6260107,0.72268593,0.785959
H076,J29,7.17,train,0.7968482,0.68923116,0.8504261
H076,J30,6.76,train,0.6332988,0.8421209,0.9014828
H076,J31,6.14,train,0.521886,0.7442049,0.9127928
H076,J32,7.79,train,0.7671894,0.7838494,0.88820636
H077,J20,8.39,train,0.5525156,0.66286504,0.74718416
H077,J25,1.95,train,0.6001569,0.5165621,0.64790416
H077,J26,7.21,train,0.5525156,0.67608607,0.74718416
H077,J31,3.03,train,0.5525156,0.66286504,0.5888485
H079,J01,7.64,train,0.719741,0.8092861,0.831621
H079,J02,5.16,train,0.59368026,0.7842657,0.8799682
H079,J03,9.98,train,0.83925325,0.8303686,0.8650237
H079,J10,7.62,train,0.7735094,0.78705764,0.71223545
H079,J14,7.0,train,0.62536037,0.74043447,0.5977117
H079,J18,8.99,train,0.8245859,0.73884225,0.793555
H079,J26,2.49,train,0.76812005,0.631871,0.8658256
H079,J30,6.7,train,0.77725744,0.80085844,0.64959264
H081,J02,10.0,train,0.6944034,0.8262074,0.79982895
H081,J04,10.0,train,0.67006695,0.68420136,0.6257404
H081,J05,8.31,train,0.750159,0.623824,0.7059698
H081,J21,3.63,train,0.74507606,0.73725176,0.68182236
H081,J23,7.81,train,0.65106416,0.69941956,0.69780475
H081,J27,8.93,train,0.73829806,0.6392696,0.85287935
H081,J28,4.37,train,0.7079296,0.6619394,0.84126556
H081,J31,6.93,train,0.68939984,0.6433187,0.80825806
H082,J01,8.98,train,0.58532906,0.88502455,0.7248924
H082,J04,6.33,train,0.56252533,0.7767198,0.67612505
H082,J05,7.12,train,0.5844276,0.76338184,0.6389883
H082,J10,6.5,train,0.5831371,0.81946373,0.623493
H082,J20,8.22,train,0.60225415,0.77678573,0.7468144
H082,J23,7.97,train,0.633394,0.90243584,0.7308407
H082,J30,8.6,train,0.73548496,0.8930687,0.72806686
H082,J31,7.23,train,0.70849884,0.7498494,0.7308407
H083,J01,8.09,holdout,0.51523113,0.74623024,0.81921566
H083,J10,4.65,holdout,0.6082192,0.7422373,0.7824675
H083,J20,6.48,holdout,0.6559495,0.7391802,0.48656633
H083,J23,6.2,holdout,0.6369113,0.8074695,0.8071299
H083,J26,7.11,holdout,0.5351997,0.88872993,0.9677423
H083,J28,5.07,holdout,0.55019,0.6687572,0.60486
H083,J30,4.3,holdout,0.62755716,0.81868,0.7636364
H083,J31,6.8,holdout,0.56012166,0.77263045,0.8697655
H084,J01,6.14,holdout,0.7656287,0.7355977,0.7664337
H084,J04,10.0,holdout,0.77162206,0.83655035,0.78604054
H084,J05,6.38,holdout,0.78273284,0.85512435,0.7111444
H084,J06,7.97,holdout,0.7614698,0.8024767,0.71968424
H084,J14,5.2,holdout,0.6970132,0.6606881,0.84894466
H084,J15,6.78,holdout,0.69567645,0.7757895,0.7193185
H084,J16,2.14,holdout,0.66785544,0.7165636,0.7625916
H084,J19,4.73,holdout,0.7279744,0.7005898,0.6064261
H100,J01,3.37,train,0.737567,0.75646234,0.5566173
H100,J05,7.99,train,0.6662856,0.6797468,0.6649927
H100,J14,6.64,train,0.64538485,0.6797468,0.6083082
H100,J15,4.55,train,0.7949029,0.7309721,0.69045734
H102,J01,4.92,train,0.5271958,0.6579672,0.60304844
H102,J02,7.0,train,0.5183234,0.6579672,0.76374656
H102,J09,8.97,train,0.52081585,0.6152558,0.5450857
H102,J10,2.69,train,0.5547789,0.6668879,0.70436347
H102,J20,5.79,train,0.5660509,0.7131109,0.60304844
H102,J23,4.46,train,0.55595255,0.6579672,0.53757954
H102,J25,4.74,train,0.6664171,0.6579672,0.7622451
H102,J26,3.84,train,0.5444004,0.5400543,0.66767234
H102,J30,7.75,train,0.52081585,0.6152558,0.60304844
H102,J31,8.38,train,0.52081585,0.61893183,0.5652176
H103,J14,2.23,train,0.7050241,0.578653,0.6574742
H103,J20,1.44,train,0.7722677,0.6122335,0.5107752
H103,J21,1.71,train,0.6876366,0.51279163,0.50161123
H103,J23,7.54,train,0.7009796,0.56774324,0.5724321
H103,J31,8.13,train,0.79220736,0.50284934,0.53108275
H104,J01,6.01,train,0.7419969,0.831789,0.803915
H104,J02,7.64,train,0.7567042,0.8340725,0.9697588
H104,J15,5.63,train,0.88948613,0.7041826,0.7251836
H104,J16,2.9,train,0.6873554,0.76102066,0.77245986
H104,J20,7.37,train,0.83092636,0.79538655,0.9161898
H104,J21,4.35,train,0.7376298,0.75804204,0.6740003
H104,J30,6.98,train,0.65529203,0.8356239,0.9108806
H104,J31,3.29,train,0.81797194,0.7675966,0.6932547
H105,J02,7.83,train,0.5739875,0.8552199,0.7284008
H105,J16,1.87,train,0.53710353,0.6802006,0.8661419
H105,J17,4.09,train,0.54026556,0.6395327,0.68030834
H105,J23,3.15,train,0.707281,0.6734853,0.68030834
H105,J28,6.75,train,0.76452863,0.8955244,0.76761997
H105,J31,6.13,train,0.7782649,0.6720696,0.78075373
H106,J28,9.52,train,0.5521362,0.6158827,0.53972346
H107,J02,5.31,holdout,0.56356376,0.5513787,0.5091311
H109,J01,9.99,train,0.83682096,0.7231581,0.7554624
H109,J02,10.0,train,0.850453,0.679814,0.7183749
H109,J09,4.92,train,0.67206585,0.7678362,0.7142893
H109,J17,3.4,train,0.61946636,0.6900179,0.6533278
H109,J26,6.4,train,0.91655886,0.7391013,0.8259976
H109,J27,10.0,train,0.74088705,0.63257265,0.6276134
H109,J28,8.75,train,0.7159401,0.7068058,0.88269114
H109,J30,8.36,train,0.78821075,0.91337216,0.6861762
H110,J01,6.53,train,0.6182175,0.619396,0.6847224
H110,J02,9.05,train,0.5776522,0.8942336,0.61501753
H110,J17,3.75,train,0.663324,0.7134661,0.6916101
H110,J20,8.67,train,0.7467977,0.67575514,0.62424934
H110,J26,7.01,train,0.52619785,0.915798,0.6590722
H110,J27,8.38,train,0.7742526,0.70118034,0.626812
H110,J28,7.73,train,0.79458433,0.7647972,0.725765
H110,J30,4.14,train,0.663324,0.6955993,0.7550554
H111,J01,5.74,train,0.7072171,0.5988024,0.6827558
H111,J02,5.08,train,0.5600628,0.7765471,0.71297383
H111,J09,8.08,train,0.65306544,0.8050705,0.7638637
H111,J19,5.02,train,0.7507154,0.81268054,0.74108136
H111,J20,5.13,train,0.49731684,0.756148,0.60485053
H111,J26,6.97,train,0.5225629,0.8052355,0.7720641
H111,J28,8.04,train,0.6438204,0.7195271,0.7972525
H111,J30,6.15,train,0.70836234,0.7632774,0.74031836
H111,J31,6.17,train,0.5320202,0.677589,0.76845664
H112,J01,8.39,train,0.5593511,0.91327286,0.865471
H112,J07,7.2,train,0.46747792,0.830979,0.59938943
H112,J09,7.3,train,0.64495015,0.7651243,0.59938943
H112,J10,7.69,train,0.646521,0.7651243,0.93040615
H112,J26,7.61,train,0.63998246,0.7651243,0.7158525
H112,J28,8.67,train,0.74464595,0.7970566,0.7580349
H112,J31,7.32,train,0.57056636,0.8622363,0.8206874
H113,J01,10.0,holdout,0.6406275,0.7300004,0.7487545
H113,J15,4.49,holdout,0.70502317,0.5334563,0.85120535
H113,J19,5.08,holdout,0.7021469,0.657238,0.74789584
H113,J24,6.09,holdout,0.8295438,0.62972903,0.74789584
H113,J27,9.0,holdout,0.62624013,0.7467212,0.80183136
H113,J31,6.14,holdout,0.7083675,0.60519534,0.7718531
H114,J03,8.75,train,0.91344756,0.8725547,0.7510437
H114,J09,6.73,train,0.80834204,0.61477643,0.59366083
H114,J10,8.45,train,0.7961133,0.6418816,0.59366083
H114,J15,4.92,train,0.6996598,0.61477643,0.59366083
H114,J17,6.35,train,0.65859824,0.8725547,0.7464355
H114,J20,9.87,train,0.7783369,0.7498137,0.71716785
H114,J23,7.91,train,0.8764556,0.7734481,0.8751238
H114,J24,8.07,train,0.9292431,0.7323251,0.59366083
H114,J31,7.24,train,0.68579996,0.61477643,0.59366083
H114,J32,6.42,train,0.7827712,0.61477643,0.7075519
H115,J01,9.71,holdout,0.6380634,0.6856491,0.639213
H115,J02,9.07,holdout,0.49496496,0.7224177,0.905929
H115,J09,8.6,holdout,0.75113356,0.74938583,0.89804435
H115,J10,6.85,holdout,0.66516304,0.7158721,0.65830433
H115,J20,9.01,holdout,0.71453744,0.64868325,0.85540295
H115,J21,7.7,holdout,0.52212834,0.6108628,0.88929236
H115,J23,5.1,holdout,0.72986066,0.6885456,0.84585166
H115,J24,7.27,holdout,0.5210984,0.7484063,0.8290751
H115,J25,2.74,holdout,0.6270409,0.65400183,0.7821795
H115,J27,1.07,holdout,0.61638296,0.6451588,0.8146497
H115,J31,3.41,holdout,0.5891483,0.74938583,0.76785076
H117,J27,9.39,train,0.7350811,0.6648532,0.5412073
H118,J21,7.59,holdout,0.502079,0.78832906,0.67517895
H118,J25,4.44,holdout,0.5404294,0.6795858,0.62985206
H118,J26,7.75,holdout,0.463783,0.7099979,0.8200053
H119,J01,4.76,holdout,0.79189396,0.6905824,0.6822971
H119,J02,4.78,holdout,0.8482111,0.71920407,0.61271363
H119,J14,0.96,holdout,0.8545011,0.6959295,0.69568205
H119,J15,2.1,holdout,0.6784376,0.5200693,0.7469018
H119,J17,4.54,holdout,0.7218089,0.6741504,0.5859673
H119,J26,5.61,holdout,0.8396996,0.7729887,0.85439956
