consumer,product,liking,split,visual_similarity,texture_similarity,flavor_similarity
H028,J10,7.35,train,0.7224756,0.8016877,0.765576
H028,J14,7.33,train,0.7470516,0.92483073,0.8541654
H028,J26,5.34,train,0.6724878,0.7733744,0.79884785
H029,J01,9.93,train,0.6009569,0.7180338,0.7262593
H029,J02,9.99,train,0.61114776,0.71307385,0.6792642
H029,J17,0.73,train,0.58430684,0.6355183,0.72824484
H029,J28,7.95,train,0.6210865,0.6524148,0.68043
H030,J01,5.89,holdout,0.7862768,0.85578996,0.9108912
H030,J02,9.84,holdout,0.9042045,0.90305173,0.8066061
H030,J10,9.98,holdout,0.86024356,0.8385134,0.9146971
H030,J26,9.08,holdout,0.7194526,0.8528535,0.91863054
H030,J28,9.84,holdout,0.9035521,0.9383167,0.94646144
H030,J29,9.51,holdout,0.85998714,0.8358141,0.90875006
H030,J30,8.65,holdout,0.704195,0.8599458,0.90500474
H030,J31,9.66,holdout,0.7639279,0.8862481,0.8488178
H031,J02,8.61,holdout,0.8156971,0.8494566,0.87361556
H031,J10,2.21,holdout,0.75375,0.8331421,0.7002238
H031,J17,6.21,holdout,0.8194035,0.75147176,0.8514384
H031,J20,5.28,holdout,0.67198795,0.80779994,0.78112966
H031,J21,5.21,holdout,0.6923279,0.75477576,0.9476212
H031,J25,0.45,holdout,0.57929957,0.8303331,0.7284826
H031,J28,3.07,holdout,0.7048676,0.8593861,0.74924105
H031,J31,8.56,holdout,0.78840756,0.8576757,0.9828152
H032,J10,9.01,train,0.6392659,0.8213327,0.81558764
H032,J20,9.15,train,0.78058684,0.7946842,0.91956174
H032,J21,8.03,train,0.7451403,0.7946842,0.9250872
H032,J26,4.66,train,0.7759806,0.81164116,0.7338692
H032,J28,9.31,train,0.7594139,0.84204066,0.7287046
H033,J02,5.8,train,0.649281,0.830064,0.7633501
H033,J26,5.72,train,0.81555134,0.8407259,0.7820351
H033,J27,2.14,train,0.8063402,0.8121835,0.79339284
H033,J29,7.04,train,0.6353302,0.8478918,0.79015535
H035,J01,9.93,train,0.7590487,0.6618277,0.93766624
H035,J10,10.0,train,0.95172924,0.69980264,0.8407775
H035,J20,9.33,train,0.8652735,0.67181355,0.8407775
H035,J23,2.76,train,0.793522,0.7732794,0.78099084
H035,J25,4.98,train,0.66433406,0.6277008,0.8576648
H035,J26,9.93,train,0.71742696,0.72671425,0.8407775
H035,J28,7.19,train,0.8018727,0.7157065,0.9320497
H035,J29,7.42,train,0.8139231,0.78931534,0.8709891
H035,J30,10.0,train,0.88420194,1.0,0.8706152
H037,J08,8.24,train,0.7621377,0.84463394,0.9581528
H037,J09,10.0,train,0.84957266,0.9200078,0.87328774
H037,J28,9.76,train,0.816365,0.8163226,0.86214495
H037,J29,8.8,train,0.98112166,0.8223291,0.92649746
H038,J01,4.45,train,0.676371,0.715877,0.831023
H038,J05,1.33,train,0.80891174,0.87477255,0.7839707
H038,J17,5.23,train,0.7625159,0.77930903,0.7884137
H038,J20,8.5,train,0.8113854,0.6066994,0.751582
H038,J21,4.65,train,0.7445892,0.78039765,0.69416964
H038,J22,9.62,train,0.80592394,0.77438223,0.7591111
H038,J23,5.56,train,0.82238126,0.7618513,0.7551074
H039,J01,8.37,train,0.8484685,0.7367518,0.7133585
H039,J02,9.38,train,0.8622322,0.8941703,0.6834761
H039,J03,8.98,train,0.85593414,0.7401132,0.6735783
H039,J09,2.53,train,0.69815946,0.83033764,0.683349
H039,J10,9.38,train,0.8156202,0.6568738,0.8102406
H039,J15,6.94,train,0.7817493,0.7060887,0.7353858
H039,J17,8.14,train,0.84230244,0.72702533,0.87670255
H039,J21,9.21,train,0.79552746,0.75377786,0.826057
H039,J25,6.0,train,0.8190715,0.8085302,0.6468623
H039,J28,9.31,train,0.8622322,0.72901297,0.8429035
H039,J31,9.46,train,0.73087406,0.6020285,0.7857921
H041,J01,7.84,train,0.92398274,0.8454235,0.856292
H041,J02,6.21,train,0.8551469,0.8496917,0.80865234
H041,J09,8.9,train,0.80345434,0.770198,0.86466724
H041,J10,8.12,train,0.83883166,0.8498355,0.8252374
H041,J23,5.03,train,0.80948615,0.8572488,0.8249772
H041,J29,10.0,train,0.8097961,0.8940861,0.74084616
H041,J30,7.04,train,0.8642398,0.79574233,0.840006
H041,J31,8.89,train,0.9136045,0.83427846,0.8442881
H043,J01,5.31,train,0.83257705,0.75720274,0.8232471
H043,J04,7.81,train,0.76587605,0.9641819,0.7538692
H043,J05,5.17,train,0.8397337,0.7178974,0.74627936
H043,J10,8.58,train,0.85914373,0.7230102,0.8401215
H043,J23,4.36,train,0.7414969,0.8978802,0.8185291
H043,J30,7.62,train,0.87792957,0.8350369,0.74627936
H044,J01,2.45,train,0.6968832,0.79501915,0.71738416
H044,J02,9.74,train,0.71401113,0.7106011,0.7590488
H044,J09,6.51,train,0.7382167,0.705582,0.8270879
H044,J26,1.66,train,0.7367468,0.7546468,0.76216304
H045,J01,6.71,train,0.72464275,0.804534,0.8456874
H045,J02,6.58,train,0.83980095,0.7432786,0.87055135
H045,J17,1.34,train,0.80778706,0.81181735,0.7688273
H045,J30,3.17,train,0.7881577,0.8906261,0.73468596
H046,J15,3.84,holdout,0.53496385,0.53668237,0.66305417
H046,J30,7.59,holdout,0.56370956,0.5786654,0.7182082
H046,J31,4.78,holdout,0.5530025,0.6139882,0.7929263
H047,J01,6.74,train,0.76959926,0.7699242,0.9047629
H047,J02,6.19,train,0.7415161,0.8882166,0.9056124
H047,J09,7.44,train,0.6812637,0.85465676,0.81067264
H047,J10,6.3,train,0.6811012,0.8241537,0.89135516
H047,J21,6.37,train,0.7735878,0.8729068,0.92010665
H047,J22,6.7,train,0.75467247,0.78947204,0.8919395
H047,J25,3.52,train,0.6974539,0.89456606,0.8638686
H047,J29,8.24,train,0.7568145,0.76940066,0.8762827
H049,J02,9.2,train,0.6145588,0.8059609,0.7966335
H049,J10,8.06,train,0.62812006,0.79806876,0.80181026
H049,J15,4.49,train,0.63863707,0.79998374,0.7431114
H049,J20,8.55,train,0.6335817,0.8210784,0.77542794
H049,J22,8.23,train,0.6359872,0.8041469,0.80166364
H049,J31,9.42,train,0.60475904,0.79296833,0.7947701
H050,J01,1.64,holdout,0.70026743,0.87088025,0.77469116
H050,J02,9.34,holdout,0.87503207,0.8238635,0.90618634
H050,J03,6.16,holdout,0.78839815,0.8824863,0.85038
H050,J09,7.06,holdout,0.6908113,0.8875536,0.7596765
H050,J10,8.37,holdout,0.72643983,0.77928376,0.7526318
H050,J26,8.2,holdout,0.8113086,0.7731345,0.7801789
H050,J29,5.27,holdout,0.8317154,0.87414813,0.74082327
H052,J14,7.24,train,0.6383512,0.83560807,0.84800136
H052,J15,6.13,train,0.54987514,0.6973789,0.81805474
H052,J16,5.23,train,0.53844225,0.80721325,0.9004648
H052,J19,6.21,train,0.69703436,0.7883146,0.79087204
H052,J20,5.11,train,0.5908076,0.747619,0.8915311
H052,J23,6.22,train,0.7227453,0.80721325,0.9390519
H052,J25,6.68,train,0.58576524,0.6912465,0.7415965
H054,J02,1.25,train,0.72423774,0.7007476,0.796554
H054,J06,7.25,train,0.8458952,0.8539888,0.8792685
H054,J20,3.74,train,0.6971042,0.7699267,0.8193768
H054,J28,7.75,train,0.77375853,0.826129,0.8632642
H056,J03,2.86,train,0.8524319,0.7686403,0.89726686
H056,J09,7.03,train,0.90722847,0.7393629,0.92896944
H056,J10,5.57,train,0.8750731,0.7655935,0.81293654
H056,J20,5.38,train,0.7176211,0.86051595,0.93181425
H056,J21,6.45,train,0.68612015,0.8809977,0.84245586
H056,J28,8.1,train,0.88638246,0.75890756,0.9668426
H056,J31,7.07,train,0.7006479,0.77126163,0.7727927
H057,J10,5.61,train,0.8486403,0.7731687,0.80858517
H057,J26,7.97,train,0.8374846,0.7687806,0.7648022
H057,J29,7.54,train,0.9660819,0.7923178,0.86895895
H057,J30,5.52,train,0.6495965,0.8037227,0.8128182
H058,J14,9.0,train,0.6393224,0.6937063,0.78361094
H058,J15,4.51,train,0.80231845,0.8611698,0.83468735
H058,J19,3.99,train,0.7799109,0.6979898,0.8230649
H058,J31,9.84,train,0.62225395,0.6855116,0.6482243
H059,J01,8.24,holdout,0.8144125,0.82045364,0.9156975
H059,J16,0.64,holdout,0.7004589,0.8120527,0.7532046
H059,J17,3.77,holdout,0.81554073,0.6937182,0.8482207
H059,J26,8.16,holdout,0.7811867,0.8170691,0.84364545
H060,J01,4.74,train,0.76071227,0.8275005,0.6708392
H060,J02,4.87,train,0.70147943,0.7868272,0.8871352
H060,J04,7.74,train,0.73784375,0.6762508,0.9333072
H060,J05,8.32,train,0.6500793,0.9675242,0.83274555
H060,J10,3.08,train,0.8254416,0.65220857,0.610114
H060,J15,8.89,train,0.71651995,0.8161271,0.89033115
H060,J23,9.22,train,0.71025085,0.8885045,0.9477817
H060,J29,8.98,train,0.7643851,0.90954393,0.9184097
H060,J31,6.88,train,0.70147943,0.6485782,0.67464244
H061,J01,8.77,train,0.68271685,0.7331767,0.76525354
H061,J02,9.17,train,0.6758301,0.8785707,0.8678876
H061,J15,6.24,train,0.61037767,0.8940362,0.9354988
H061,J19,4.09,train,0.5747744,0.8013861,0.915246
H061,J26,8.74,train,0.7581604,0.8796839,0.87842965
H061,J27,6.47,train,0.57845336,0.81627643,0.8515726
H061,J28,8.13,train,0.73712915,0.8748504,0.8726303
H061,J31,8.21,train,0.7128854,0.8883367,0.83747494
H062,J01,5.06,train,0.613099,0.8020952,0.8313035
H062,J15,0.59,train,0.56026185,0.8878862,0.8382768
H062,J20,0.29,train,0.5850352,0.76489675,0.6819111
H062,J25,4.42,train,0.53953004,0.82637656,0.8758384
H062,J28,8.19,train,0.7647551,0.8814137,0.82593286
H064,J02,6.72,train,0.7830994,0.79842126,0.7817749
H064,J10,8.67,train,0.5737305,0.7682395,0.82285047
H064,J21,8.19,train,0.79475534,0.7139897,0.84011006
H064,J23,8.43,train,0.6030165,0.83078766,0.73073435
H064,J29,7.79,train,0.67112494,0.87876016,0.71761656
H064,J30,2.44,train,0.7696618,0.8452567,0.726881
H067,J06,2.19,train,0.76579106,0.7526523,0.67339915
H067,J17,0.18,train,0.61776966,1.0,0.842586
H067,J26,2.33,train,0.70883286,1.0,0.7307563
H067,J30,5.05,train,0.7214527,1.0,0.8285645
H068,J03,4.59,train,0.71386504,0.81277907,0.7277964
H068,J14,1.43,train,0.7697133,0.89029396,0.8339032
H068,J27,9.28,train,0.64820546,0.8455428,0.7063396
H068,J31,4.07,train,0.55049884,0.843017,0.7607693
H069,J04,3.41,train,0.91255605,0.7129738,0.72510433
H069,J05,6.08,train,0.6422688,0.7559141,0.86913335
H069,J10,5.77,train,0.83577836,0.88012916,0.85007787
H069,J19,4.66,train,0.7351097,0.7111914,0.82876885
H069,J21,2.84,train,0.7596307,0.7192726,0.6562227
H069,J23,5.04,train,0.73964566,0.73796344,0.8098519
H069,J29,6.88,train,0.71685255,0.6946657,0.8476008
H069,J30,9.65,train,0.82306087,0.7671499,0.8767235
H072,J01,5.15,train,0.8067066,0.78990185,0.7837071
H072,J02,8.98,train,0.81608665,0.7976787,0.7328254
H072,J10,7.46,train,0.76386213,0.71769106,0.75340325
H072,J21,6.33,train,0.7780839,0.78990185,0.7571469
H072,J23,8.12,train,0.838115,0.7692636,0.7540911
H072,J26,7.4,train,0.82979465,0.8375456,0.7824414
H072,J29,5.7,train,0.7146566,0.7504959,0.7427914
H072,J30,7.93,train,0.7976098,0.79152083,0.7566055
H073,J01,8.95,train,0.81588435,0.78590786,0.7873247
H073,J08,5.36,train,0.78027475,0.8629202,0.61714005
H073,J15,2.73,train,0.609318,0.79082155,0.8271378
H073,J16,0.84,train,0.8431574,0.77159476,0.83176243
H073,J19,6.55,train,0.8410338,0.9091759,0.8171461
H075,J09,7.79,train,0.74843925,0.8818997,0.8941604
H075,J10,8.26,train,0.69753826,0.8216751,0.9473549
H075,J15,6.03,train,0.67167306,0.77324283,0.8979262
H075,J26,8.68,train,0.70089114,0.8076842,0.93134755
H076,J01,9.68,train,0.6505748,0.9316708,0.9424292
H076,J02,8.2,train,0.695368,0.8493322,0.9095994
H076,J10,8.67,train,0.5963187,0.8294194,0.8925248
H076,J26,4.27,train,0.6019149,0.7991779,0.874421
H076,J29,7.17,train,0.7349541,0.80345666,0.8832644
H076,J30,6.76,train,0.58760214,0.8774228,0.94478273
H076,J31,6.14,train,0.5441617,0.817755,0.9654126
H076,J32,7.79,train,0.746328,0.8402764,0.9270184
H077,J20,8.39,train,0.552514,0.75987244,0.85337764
H077,J25,1.95,train,0.6644929,0.6950898,0.7632718
H077,J26,7.21,train,0.552514,0.7459558,0.85337764
H077,J31,3.03,train,0.552514,0.75987244,0.6583829
H079,J01,7.64,train,0.7348621,0.89581525,0.92338526
H079,J02,5.16,train,0.7047256,0.88882947,0.94885755
H079,J03,9.98,train,0.8600251,0.9186962,0.92923105
H079,J10,7.62,train,0.7969804,0.8799548,0.843843
H079,J14,7.0,train,0.6725433,0.85123855,0.7895206
H079,J18,8.99,train,0.8196869,0.8697198,0.88786596
H079,J26,2.49,train,0.80467993,0.75781167,0.95278096
H079,J30,6.7,train,0.78901094,0.89241874,0.80252564
H081,J02,10.0,train,0.7678583,0.91516477,0.81284463
H081,J04,10.0,train,0.6796553,0.7647944,0.7108364
H081,J05,8.31,train,0.82505655,0.77944756,0.7075585
H081,J21,3.63,train,0.7302172,0.8779576,0.71310925
H081,J23,7.81,train,0.6866505,0.8427207,0.74485505
H081,J27,8.93,train,0.7649697,0.83737946,0.8327079
H081,J28,4.37,train,0.67385507,0.71329874,0.8389858
H081,J31,6.93,train,0.68907595,0.7031722,0.8127671
H082,J01,8.98,train,0.6668378,0.9210601,0.82602274
H082,J04,6.33,train,0.6776874,0.80372834,0.7514171
H082,J05,7.12,train,0.6785504,0.81677,0.75791305
H082,J10,6.5,train,0.6568375,0.87821454,0.71787286
H082,J20,8.22,train,0.71592593,0.89044046,0.82460517
H082,J23,7.97,train,0.6698731,0.9207239,0.80320776
H082,J30,8.6,train,0.7663864,0.9341928,0.8185169
H082,J31,7.23,train,0.7163485,0.8365167,0.80320776
H083,J01,8.09,holdout,0.57578313,0.82716453,0.8986869
H083,J10,4.65,holdout,0.6800617,0.8268193,0.8702625
H083,J20,6.48,holdout,0.6630953,0.8556253,0.7189201
H083,J23,6.2,holdout,0.6992512,0.881086,0.87974113
H083,J26,7.11,holdout,0.59596515,0.94474715,0.9752312
H083,J28,5.07,holdout,0.64391816,0.8001034,0.6991353
H083,J30,4.3,holdout,0.6992794,0.90629226,0.84937155
H083,J31,6.8,holdout,0.59201086,0.8639172,0.90969235
H084,J01,6.14,holdout,0.84359074,0.8450012,0.8436786
H084,J04,10.0,holdout,0.75034356,0.8934165,0.87819874
H084,J05,6.38,holdout,0.83083504,0.89762795,0.8763957
H084,J06,7.97,holdout,0.7438268,0.88207847,0.8361027
H084,J14,5.2,holdout,0.783324,0.7484201,0.9345405
H084,J15,6.78,holdout,0.75959927,0.8806148,0.87893856
H084,J16,2.14,holdout,0.66237736,0.8025919,0.8849981
H084,J19,4.73,holdout,0.77024555,0.7881069,0.7759793
H100,J01,3.37,train,0.7551614,0.8794563,0.65260726
H100,J05,7.99,train,0.74550533,0.84271675,0.73134583
H100,J14,6.64,train,0.64379793,0.84271675,0.68155897
H100,J15,4.55,train,0.83295834,0.7796528,0.723019
H102,J01,4.92,train,0.6579578,0.7559947,0.7093652
H102,J02,7.0,train,0.570258,0.7559947,0.79692256
H102,J09,8.97,train,0.67635655,0.7283898,0.7356531
H102,J10,2.69,train,0.6851972,0.78098506,0.82443726
H102,J20,5.79,train,0.6509048,0.7517932,0.7093652
H102,J23,4.46,train,0.6596523,0.7559947,0.7931825
H102,J25,4.74,train,0.75040996,0.7559947,0.85251486
H102,J26,3.84,train,0.6680422,0.6688949,0.724515
H102,J30,7.75,train,0.67635655,0.7283898,0.7093652
H102,J31,8.38,train,0.67635655,0.7195401,0.7106693
H103,J14,2.23,train,0.82553864,0.70839393,0.73413384
H103,J20,1.44,train,0.81539553,0.7474247,0.6385337
H103,J21,1.71,train,0.80226326,0.6406654,0.66525203
H103,J23,7.54,train,0.77903354,0.6841167,0.7103397
H103,J31,8.13,train,0.8491733,0.5453832,0.6542195
H104,J01,6.01,train,0.800426,0.8874884,0.8971174
H104,J02,7.64,train,0.7877854,0.9393449,0.97508526
H104,J15,5.63,train,0.93297136,0.85392594,0.87541616
H104,J16,2.9,train,0.76681155,0.8297366,0.8929634
H104,J20,7.37,train,0.88283175,0.8783132,0.9612886
H104,J21,4.35,train,0.7584898,0.8617132,0.7734995
H104,J30,6.98,train,0.71912926,0.888755,0.96500754
H104,J31,3.29,train,0.8683016,0.8495052,0.8572464
H105,J02,7.83,train,0.5993922,0.936238,0.77503604
H105,J16,1.87,train,0.60693806,0.87357944,0.9143097
H105,J17,4.09,train,0.53580195,0.79394925,0.7586638
H105,J23,3.15,train,0.7514768,0.8697096,0.7586638
H105,J28,6.75,train,0.7747073,0.90656555,0.8142679
H105,J31,6.13,train,0.76114094,0.83878785,0.8080503
H106,J28,9.52,train,0.56342137,0.6089772,0.6467399
H107,J02,5.31,holdout,0.6226953,0.5289764,0.69602406
H109,J01,9.99,train,0.8200333,0.87886393,0.81891704
H109,J02,10.0,train,0.8441738,0.7876747,0.7762284
H109,J09,4.92,train,0.69787216,0.84955937,0.8905069
H109,J17,3.4,train,0.69324255,0.8498329,0.73118275
H109,J26,6.4,train,0.92847437,0.8475605,0.9044215
H109,J27,10.0,train,0.7744911,0.8139098,0.7718677
H109,J28,8.75,train,0.74890614,0.808372,0.9386692
H109,J30,8.36,train,0.76965326,0.9534524,0.7848289
H110,J01,6.53,train,0.73093605,0.7900447,0.85871553
H110,J02,9.05,train,0.66839975,0.9218085,0.7301067
H110,J17,3.75,train,0.611675,0.8791884,0.83922446
H110,J20,8.67,train,0.82339674,0.81638974,0.8086784
H110,J26,7.01,train,0.5189535,0.9298742,0.7610163
H110,J27,8.38,train,0.8446778,0.8465717,0.83960956
H110,J28,7.73,train,0.83580625,0.86869806,0.81332624
H110,J30,4.14,train,0.611675,0.8599801,0.87627953
H111,J01,5.74,train,0.6538332,0.6909895,0.71946466
H111,J02,5.08,train,0.54050016,0.8613961,0.7669717
H111,J09,8.08,train,0.6088079,0.8856244,0.7829962
H111,J19,5.02,train,0.7523234,0.84403443,0.76944226
H111,J20,5.13,train,0.48683012,0.8314831,0.71805346
H111,J26,6.97,train,0.45487356,0.8747754,0.79302895
H111,J28,8.04,train,0.60902935,0.8123259,0.7963144
H111,J30,6.15,train,0.6782986,0.8796412,0.77353525
H111,J31,6.17,train,0.5219525,0.8041694,0.788923
H112,J01,8.39,train,0.6222862,0.9493441,0.92965764
H112,J07,7.2,train,0.5377123,0.9016357,0.72764635
H112,J09,7.3,train,0.67147624,0.8446766,0.72764635
H112,J10,7.69,train,0.6732589,0.8446766,0.95802927
H112,J26,7.61,train,0.7145148,0.8446766,0.83358604
H112,J28,8.67,train,0.7971939,0.85895413,0.8468455
H112,J31,7.32,train,0.6113153,0.9074388,0.9099835
H113,J01,10.0,holdout,0.6956744,0.8117142,0.81906927
H113,J15,4.49,holdout,0.6984846,0.6179642,0.89540815
H113,J19,5.08,holdout,0.7136345,0.76050353,0.8066097
H113,J24,6.09,holdout,0.8053883,0.75261366,0.8066097
H113,J27,9.0,holdout,0.6696805,0.85337174,0.8608595
H113,J31,6.14,holdout,0.7329156,0.74319494,0.83334756
H114,J03,8.75,train,0.9245584,0.9177862,0.80301297
H114,J09,6.73,train,0.82543635,0.6668401,0.7156933
H114,J10,8.45,train,0.8071572,0.70376194,0.7156933
H114,J15,4.92,train,0.8415202,0.6668401,0.7156933
H114,J17,6.35,train,0.8097298,0.9177862,0.8056539
H114,J20,9.87,train,0.7797489,0.8094665,0.83446753
H114,J23,7.91,train,0.89429367,0.83897394,0.89941317
H114,J24,8.07,train,0.9339346,0.8449707,0.7156933
H114,J31,7.24,train,0.7229945,0.6668401,0.7156933
H114,J32,6.42,train,0.8061528,0.6668401,0.805931
H115,J01,9.71,holdout,0.6829128,0.810187,0.71798927
H115,J02,9.07,holdout,0.596097,0.8071424,0.95864505
H115,J09,8.6,holdout,0.72993505,0.8694936,0.92512864
H115,J10,6.85,holdout,0.7398753,0.8116584,0.7940421
H115,J20,9.01,holdout,0.69890666,0.81021345,0.9140996
H115,J21,7.7,holdout,0.5040419,0.7369287,0.9315249
H115,J23,5.1,holdout,0.76954854,0.87024343,0.9047825
H115,J24,7.27,holdout,0.59404707,0.8745522,0.9078446
H115,J25,2.74,holdout,0.737648,0.7809041,0.88215625
H115,J27,1.07,holdout,0.6983602,0.7933785,0.88069606
H115,J31,3.41,holdout,0.6307191,0.8694936,0.85786474
H117,J27,9.39,train,0.69251996,0.7161646,0.6377024
H118,J21,7.59,holdout,0.53393614,0.7060943,0.7515353
H118,J25,4.44,holdout,0.547831,0.6339563,0.77267736
H118,J26,7.75,holdout,0.4864735,0.60348433,0.889436
H119,J01,4.76,holdout,0.8935196,0.8278562,0.8484348
H119,J02,4.78,holdout,0.8908642,0.80605125,0.82032096
H119,J14,0.96,holdout,0.9001875,0.8075253,0.82099164
H119,J15,2.1,holdout,0.7939706,0.6933616,0.8588066
H119,J17,4.54,holdout,0.8315042,0.810709,0.71007586
H119,J26,5.61,holdout,0.83727074,0.86613214,0.9276612
