consumer,product,liking,split,visual_similarity,texture_similarity,flavor_similarity
H047,J21,6.37,train,0.9111324,0.88083494,0.96747255
H047,J22,6.7,train,0.92389345,0.87050927,0.94047564
H047,J25,3.52,train,0.88863903,0.89112926,0.92319643
H047,J29,8.24,train,0.9147942,0.88419616,0.9331119
H049,J02,9.2,train,0.9157558,0.953125,0.9557549
H049,J10,8.06,train,0.8966756,0.94654465,0.96630293
H049,J15,4.49,train,0.86376846,0.94915736,0.8763442
H049,J20,8.55,train,0.8829051,0.95444053,0.9374293
H049,J22,8.23,train,0.90002763,0.95949745,0.96418697
H049,J31,9.42,train,0.8839314,0.9398297,0.95324284
H050,J01,1.64,holdout,0.8494996,0.9141972,0.89005494
H050,J02,9.34,holdout,0.9385862,0.9044847,0.93858397
H050,J03,6.16,holdout,0.9174365,0.9326664,0.8936215
H050,J09,7.06,holdout,0.8804406,0.94072807,0.880952
H050,J10,8.37,holdout,0.89327466,0.8696384,0.87410426
H050,J26,8.2,holdout,0.91124827,0.8925781,0.88803387
H050,J29,5.27,holdout,0.9242449,0.9118136,0.8592551
H052,J14,7.24,train,0.88573945,0.910455,0.96153444
H052,J15,6.13,train,0.8646307,0.87341285,0.92863667
H052,J16,5.23,train,0.83638364,0.94487506,0.9344655
H052,J19,6.21,train,0.901187,0.89996105,0.90904874
H052,J20,5.11,train,0.87631226,0.88034487,0.93983936
H052,J23,6.22,train,0.9254801,0.94487506,0.9720588
H052,J25,6.68,train,0.8507513,0.8769022,0.89887035
H054,J02,1.25,train,0.8987172,0.89750445,0.8849292
H054,J06,7.25,train,0.9490506,0.93871593,0.9300343
H054,J20,3.74,train,0.87888455,0.88672084,0.9017641
H054,J28,7.75,train,0.9284669,0.9116481,0.9109187
H056,J03,2.86,train,0.9063094,0.89093745,0.9138819
H056,J09,7.03,train,0.95771044,0.9148953,0.9368715
H056,J10,5.57,train,0.9503535,0.9140135,0.93052024
H056,J20,5.38,train,0.88667893,0.9196541,0.9398942
H056,J21,6.45,train,0.86111224,0.91301465,0.93035203
H056,J28,8.1,train,0.954056,0.8893412,0.972079
H056,J31,7.07,train,0.92020416,0.90231794,0.90885836
H057,J10,5.61,train,0.93264514,0.8989516,0.8953292
H057,J26,7.97,train,0.92206913,0.9243934,0.87850666
H057,J29,7.54,train,0.9878689,0.9238252,0.89977324
H057,J30,5.52,train,0.8570796,0.929209,0.85721135
H058,J14,9.0,train,0.8921243,0.9248239,0.8849678
H058,J15,4.51,train,0.8756021,0.89456224,0.9155576
H058,J19,3.99,train,0.862254,0.92930305,0.9064486
H058,J31,9.84,train,0.9090873,0.9333216,0.89531064
H059,J01,8.24,holdout,0.9288863,0.9473439,0.9573633
H059,J16,0.64,holdout,0.84428775,0.92094344,0.8172628
H059,J17,3.77,holdout,0.912532,0.8567226,0.8798585
H059,J26,8.16,holdout,0.9193297,0.92808914,0.9548202
H060,J01,4.74,train,0.916764,0.88816726,0.84775394
H060,J02,4.87,train,0.89808327,0.88212246,0.9197265
H060,J04,7.74,train,0.90562975,0.87210715,0.9457414
H060,J05,8.32,train,0.8871012,0.9680439,0.91917604
H060,J10,3.08,train,0.9436396,0.8605293,0.8345325
H060,J15,8.89,train,0.90605617,0.8957857,0.9135195
H060,J23,9.22,train,0.8650988,0.93830645,0.9530254
H060,J29,8.98,train,0.92002034,0.95563895,0.93173754
H060,J31,6.88,train,0.89808327,0.8655472,0.85741776
H061,J01,8.77,train,0.8974678,0.9257525,0.9350995
H061,J02,9.17,train,0.8655592,0.9393049,0.975061
H061,J15,6.24,train,0.8302295,0.92699766,0.9690983
H061,J19,4.09,train,0.8104038,0.88267446,0.94406927
H061,J26,8.74,train,0.91347545,0.9353889,0.96895266
H061,J27,6.47,train,0.84608114,0.9133402,0.9235011
H061,J28,8.13,train,0.92301345,0.9368386,0.9734012
H061,J31,8.21,train,0.90796185,0.9516967,0.9530656
H062,J01,5.06,train,0.87936306,0.9413435,0.9252375
H062,J15,0.59,train,0.7844971,0.920429,0.9099095
H062,J20,0.29,train,0.76637983,0.88411635,0.8134712
H062,J25,4.42,train,0.8467133,0.9312942,0.93616426
H062,J28,8.19,train,0.910224,0.93182355,0.8954077
H064,J02,6.72,train,0.9068435,0.9389067,0.9098208
H064,J10,8.67,train,0.84574056,0.9067303,0.9000118
H064,J21,8.19,train,0.93950176,0.915455,0.94552726
H064,J23,8.43,train,0.8390697,0.9427364,0.8979448
H064,J29,7.79,train,0.859869,0.94235754,0.8920123
H064,J30,2.44,train,0.9117851,0.911631,0.8431698
H067,J06,2.19,train,0.8993922,0.86950386,0.87657166
H067,J17,0.18,train,0.8378248,1.0,0.89237607
H067,J26,2.33,train,0.86369705,1.0,0.91466737
H067,J30,5.05,train,0.88093436,1.0,0.9138763
H068,J03,4.59,train,0.8966111,0.88266516,0.8426763
H068,J14,1.43,train,0.8632165,0.95122254,0.89872634
H068,J27,9.28,train,0.8869371,0.914997,0.9074892
H068,J31,4.07,train,0.85456336,0.92839766,0.85037804
H069,J04,3.41,train,0.96441436,0.8922109,0.8314505
H069,J05,6.08,train,0.8574203,0.8766438,0.94597805
H069,J10,5.77,train,0.9344901,0.9291624,0.9527473
H069,J19,4.66,train,0.8635467,0.8626083,0.89564925
H069,J21,2.84,train,0.86268395,0.8770354,0.81195986
H069,J23,5.04,train,0.8957168,0.8721814,0.9099523
H069,J29,6.88,train,0.8917675,0.86758804,0.9188635
H069,J30,9.65,train,0.9264767,0.8712214,0.9330598
H072,J01,5.15,train,0.92874086,0.89552623,0.9195428
H072,J02,8.98,train,0.9423164,0.9493204,0.90853536
H072,J10,7.46,train,0.91844,0.9328929,0.92016786
H072,J21,6.33,train,0.93631315,0.89552623,0.9058828
H072,J23,8.12,train,0.93520254,0.9157636,0.9214462
H072,J26,7.4,train,0.9398135,0.94096935,0.9265949
H072,J29,5.7,train,0.8976965,0.88656616,0.9223443
H072,J30,7.93,train,0.9389423,0.91674876,0.922619
H073,J01,8.95,train,0.9509094,0.8958143,0.905211
H073,J08,5.36,train,0.9117953,0.91808754,0.81361294
H073,J15,2.73,train,0.882618,0.88185763,0.8882428
H073,J16,0.84,train,0.91107893,0.86237514,0.8550186
H073,J19,6.55,train,0.9490027,0.96780545,0.8809567
H075,J09,7.79,train,0.9284152,0.9484527,0.9117915
H075,J10,8.26,train,0.8997397,0.9219533,0.9731901
H075,J15,6.03,train,0.88932264,0.86989146,0.90680474
H075,J26,8.68,train,0.88962424,0.9250448,0.9499949
H076,J01,9.68,train,0.9019665,0.9566575,0.962628
H076,J02,8.2,train,0.90414584,0.9306485,0.97663385
H076,J10,8.67,train,0.8751199,0.90877384,0.94616455
H076,J26,4.27,train,0.867154,0.88606715,0.93116724
H076,J29,7.17,train,0.92644477,0.89733046,0.94657516
H076,J30,6.76,train,0.8580183,0.93769056,0.9618851
H076,J31,6.14,train,0.8469361,0.9103439,0.9732005
H076,J32,7.79,train,0.93806666,0.92347336,0.9611298
H077,J20,8.39,train,0.8753762,0.9038335,0.9185231
H077,J25,1.95,train,0.8835946,0.8348141,0.88014245
H077,J26,7.21,train,0.8753762,0.897106,0.9185231
H077,J31,3.03,train,0.8753762,0.9038335,0.8606836
H079,J01,7.64,train,0.9209416,0.92958224,0.9505905
H079,J02,5.16,train,0.88257724,0.93280387,0.9564632
H079,J03,9.98,train,0.94369555,0.93952477,0.95856357
H079,J10,7.62,train,0.9420497,0.9265986,0.9114765
H079,J14,7.0,train,0.8584317,0.90855235,0.8991709
H079,J18,8.99,train,0.93385273,0.915656,0.9379975
H079,J26,2.49,train,0.92778337,0.90308046,0.9661827
H079,J30,6.7,train,0.9346052,0.93662786,0.8913837
H081,J02,10.0,train,0.880193,0.9572271,0.9282304
H081,J04,10.0,train,0.9030608,0.92599964,0.8617569
H081,J05,8.31,train,0.8929703,0.9117067,0.8822627
H081,J21,3.63,train,0.8914824,0.938484,0.8673521
H081,J23,7.81,train,0.89650166,0.9178633,0.89416444
H081,J27,8.93,train,0.8841601,0.8835663,0.95697105
H081,J28,4.37,train,0.9100312,0.86461234,0.91214854
H081,J31,6.93,train,0.91568744,0.9017337,0.90597194
H082,J01,8.98,train,0.8704506,0.9586975,0.9227636
H082,J04,6.33,train,0.87975734,0.911322,0.88123107
H082,J05,7.12,train,0.86504424,0.9194425,0.8824376
H082,J10,6.5,train,0.8567392,0.92231715,0.85525036
H082,J20,8.22,train,0.8492107,0.9392924,0.930998
H082,J23,7.97,train,0.8804468,0.96176964,0.9126064
H082,J30,8.6,train,0.91915375,0.9678684,0.91480964
H082,J31,7.23,train,0.92265975,0.90717566,0.9126064
H083,J01,8.09,holdout,0.86139125,0.9346401,0.9341099
H083,J10,4.65,holdout,0.9169773,0.92851716,0.9129555
H083,J20,6.48,holdout,0.9201504,0.9484277,0.8755896
H083,J23,6.2,holdout,0.9154568,0.9598035,0.9286918
H083,J26,7.11,holdout,0.88705647,0.971581,0.9871267
H083,J28,5.07,holdout,0.9121794,0.919152,0.87690866
H083,J30,4.3,holdout,0.8996408,0.9573045,0.88497627
H083,J31,6.8,holdout,0.90472317,0.9208309,0.95615184
H084,J01,6.14,holdout,0.8877473,0.91170394,0.9165487
H084,J04,10.0,holdout,0.9181214,0.9457419,0.9136025
H084,J05,6.38,holdout,0.917767,0.95581496,0.8668053
H084,J06,7.97,holdout,0.9161268,0.93818116,0.90335876
H084,J14,5.2,holdout,0.8924081,0.8871839,0.933479
H084,J15,6.78,holdout,0.86632055,0.9355575,0.8931643
H084,J16,2.14,holdout,0.86374855,0.9108596,0.8931408
H084,J19,4.73,holdout,0.87685,0.8927416,0.83940077
H100,J01,3.37,train,0.94325584,0.9421477,0.87657976
H100,J05,7.99,train,0.9056375,0.9211911,0.93119514
H100,J14,6.64,train,0.87637305,0.9211911,0.91166955
H100,J15,4.55,train,0.9290849,0.91412485,0.92439485
H102,J01,4.92,train,0.85882634,0.91920745,0.8571733
H102,J02,7.0,train,0.84180623,0.91920745,0.8999767
H102,J09,8.97,train,0.8705901,0.90849024,0.8474574
H102,J10,2.69,train,0.88228357,0.93031657,0.89335203
H102,J20,5.79,train,0.8833264,0.91824925,0.8571733
H102,J23,4.46,train,0.87169635,0.91920745,0.8814355
H102,J25,4.74,train,0.9146037,0.91920745,0.9299825
H102,J26,3.84,train,0.8677796,0.88913906,0.8987193
H102,J30,7.75,train,0.8705901,0.90849024,0.8571733
H102,J31,8.38,train,0.8705901,0.9106461,0.8568075
H103,J14,2.23,train,0.92012453,0.87945217,0.92076534
H103,J20,1.44,train,0.92968184,0.90335476,0.8819349
H103,J21,1.71,train,0.9281038,0.88227975,0.8686099
H103,J23,7.54,train,0.90446854,0.89299655,0.9151297
H103,J31,8.13,train,0.9468172,0.88389206,0.9047626
H104,J01,6.01,train,0.9135596,0.9517175,0.94625264
H104,J02,7.64,train,0.92082155,0.9590728,0.9858663
H104,J15,5.63,train,0.96301836,0.9241618,0.90123
H104,J16,2.9,train,0.88207346,0.9209074,0.9090964
H104,J20,7.37,train,0.9491806,0.9364189,0.96149653
H104,J21,4.35,train,0.89948833,0.8901702,0.8919587
H104,J30,6.98,train,0.8753042,0.9522351,0.9692908
H104,J31,3.29,train,0.9395807,0.92269266,0.88674426
H105,J02,7.83,train,0.8704542,0.96898,0.9187
H105,J16,1.87,train,0.8364196,0.90773916,0.92467636
H105,J17,4.09,train,0.84558225,0.8967405,0.8980964
H105,J23,3.15,train,0.8561019,0.92780775,0.8980964
H105,J28,6.75,train,0.9077424,0.9557655,0.91440994
H105,J31,6.13,train,0.93754196,0.90340513,0.9304241
H106,J28,9.52,train,0.8109314,0.8206264,0.8296634
H107,J02,5.31,holdout,0.8579345,0.8199163,0.83085257
H109,J01,9.99,train,0.9539431,0.93807805,0.91749805
H109,J02,10.0,train,0.9570278,0.93621635,0.893474
H109,J09,4.92,train,0.8833701,0.9738403,0.93536824
H109,J17,3.4,train,0.8799366,0.90749896,0.9182344
H109,J26,6.4,train,0.98331857,0.91825414,0.9456065
H109,J27,10.0,train,0.9167594,0.90380555,0.90332353
H109,J28,8.75,train,0.9124609,0.9619036,0.96025753
H109,J30,8.36,train,0.93847257,0.9860108,0.91369396
H110,J01,6.53,train,0.910236,0.8852315,0.9170999
H110,J02,9.05,train,0.888374,0.9714948,0.8976615
H110,J17,3.75,train,0.89333415,0.9088383,0.9118718
H110,J20,8.67,train,0.93517005,0.9095272,0.89234173
H110,J26,7.01,train,0.86686325,0.9711018,0.84526646
H110,J27,8.38,train,0.95811284,0.9158963,0.909295
H110,J28,7.73,train,0.9502369,0.9388591,0.9122654
H110,J30,4.14,train,0.89333415,0.88955736,0.92775315
H111,J01,5.74,train,0.92438555,0.83999085,0.87372327
H111,J02,5.08,train,0.84481865,0.93269205,0.8740735
H111,J09,8.08,train,0.89143455,0.9574615,0.9232763
H111,J19,5.02,train,0.87997186,0.9297892,0.88190246
H111,J20,5.13,train,0.84039766,0.9207445,0.8726643
H111,J26,6.97,train,0.8392509,0.9517755,0.9113983
H111,J28,8.04,train,0.87509215,0.90676564,0.8973993
H111,J30,6.15,train,0.90120804,0.9273438,0.8902431
H111,J31,6.17,train,0.85510355,0.9134318,0.91058123
H112,J01,8.39,train,0.8506495,0.96449965,0.9582923
H112,J07,7.2,train,0.8531872,0.95427334,0.85980666
H112,J09,7.3,train,0.8833903,0.9309175,0.85980666
H112,J10,7.69,train,0.89647055,0.9309175,0.96889746
H112,J26,7.61,train,0.90115803,0.9309175,0.9104162
H112,J28,8.67,train,0.9366572,0.9340739,0.9153748
H112,J31,7.32,train,0.85454416,0.94416654,0.93707156
H113,J01,10.0,holdout,0.9080895,0.92626023,0.9134364
H113,J15,4.49,holdout,0.9036629,0.85435855,0.9629102
H113,J19,5.08,holdout,0.90168643,0.8989321,0.9168484
H113,J24,6.09,holdout,0.9458892,0.87933695,0.9168484
H113,J27,9.0,holdout,0.9040711,0.94672793,0.95079446
H113,J31,6.14,holdout,0.9127358,0.8749656,0.93438375
H114,J03,8.75,train,0.9703286,0.9704418,0.93905735
H114,J09,6.73,train,0.94347346,0.91128147,0.89171976
H114,J10,8.45,train,0.9313948,0.9076309,0.89171976
H114,J15,4.92,train,0.927934,0.91128147,0.89171976
H114,J17,6.35,train,0.90392435,0.9704418,0.9149228
H114,J20,9.87,train,0.96257615,0.94247603,0.9395377
H114,J23,7.91,train,0.95595175,0.96021414,0.9691234
H114,J24,8.07,train,0.9741677,0.94687843,0.89171976
H114,J31,7.24,train,0.9216937,0.91128147,0.89171976
H114,J32,6.42,train,0.9222239,0.91128147,0.90894544
H115,J01,9.71,holdout,0.88385034,0.9200522,0.8932657
H115,J02,9.07,holdout,0.8098597,0.9260118,0.971887
H115,J09,8.6,holdout,0.9266391,0.9342308,0.9600518
H115,J10,6.85,holdout,0.88194406,0.92643034,0.8840183
H115,J20,9.01,holdout,0.929106,0.91342765,0.95202947
H115,J21,7.7,holdout,0.8456979,0.886221,0.96195745
H115,J23,5.1,holdout,0.93966925,0.92247224,0.94775635
H115,J24,7.27,holdout,0.84642124,0.9368616,0.9472021
H115,J25,2.74,holdout,0.8745038,0.9074627,0.9214798
H115,J27,1.07,holdout,0.8830119,0.88344824,0.9352923
H115,J31,3.41,holdout,0.86913884,0.9342308,0.9218819
H117,J27,9.39,train,0.86191666,0.8525343,0.8200177
H118,J21,7.59,holdout,0.8876006,0.90197796,0.89429873
H118,J25,4.44,holdout,0.84049934,0.89360464,0.85388684
H118,J26,7.75,holdout,0.8326225,0.9054761,0.9293741
H119,J01,4.76,holdout,0.91363543,0.8804581,0.8959014
H119,J02,4.78,holdout,0.96830714,0.9097334,0.8618099
H119,J14,0.96,holdout,0.9534399,0.8836497,0.84298307
H119,J15,2.1,holdout,0.9091581,0.80495226,0.87718433
H119,J17,4.54,holdout,0.9155035,0.90078187,0.86956924
H119,J26,5.61,holdout,0.9649374,0.9023331,0.9482602
